,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
301,12.5%,"Collio, Northeastern Italy, Italy",750 ml,White, Italy,9/1/2018,"Yellow wild flower, crushed aromatic herb and yellow stone-fruit aromas mingle together. The bright, linear palate offers mature yellow apple, lemon rind and bitter almond set against fresh acidity.",,Blue Ventures Wine Marketing,Eugenio Collavini 2016 Friulano (Collio),$16, Northeastern Italy,88,Collio,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Friulano, Italian White",2016,Eugenio Collavini
302,12.5%,"Venezia Giulia, Northeastern Italy, Italy",750 ml,White, Italy,9/1/2018,"This opens with scents of white spring flower and yellow stone fruit, while the light-bodied palate offers white peach and lemon zest. It's balanced, with fresh acidity.",,Vintus LLC,Attems 2017 Ribolla Gialla (Venezia Giulia),$21, Northeastern Italy,88,Venezia Giulia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Ribolla Gialla, Italian White",2017,Attems
303,14%,"Lugana, Lombardy, Italy",750 ml,White, Italy,9/1/2018,"This has rather subdued aromas of bread crust, toasted oak, medicinal herb and dried citrus slice. On the palate, tangy acidity lifts dried apricot, thyme and candied orange peel.",Cà Vaibò,Alwaysgood,Bulgarini 2015 Cà Vaibò  (Lugana),$30, Lombardy,88,Lugana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Turbiana, Italian White",2015,Bulgarini
304,13%,"Lugana, Lombardy, Italy",750 ml,White, Italy,9/1/2018,"Honeysuckle, tropical fruit and citrusy aromas fill the glass. Reflecting the nose, the fresh savory palate doles out juicy grapefruit, pineapple and a note of white almond.",Le Civaie,Monte Zovo USA,Monte Zovo 2017 Le Civaie  (Lugana),$17, Lombardy,88,Lugana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Turbiana, Italian White",2017,Monte Zovo
305,14%,"Lugana, Lombardy, Italy",750 ml,White, Italy,9/1/2018,"Round and enveloping, this opens with aromas of mature orchard fruit and pressed wild flower. The fruity palate doles out juicy white peach and candied lemon drop alongside a hint of almond liqueur.",,Saranty Imports,Albino Armani 2017  Lugana,N/A, Lombardy,88,Lugana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Turbiana, Italian White",2017,Albino Armani
306,14%,"Collio, Northeastern Italy, Italy",750 ml,White, Italy,9/1/2018,"French oak, coconut and citrus-rind aromas follow over to the taut linear palate along with butterscotch, candied lemon drop and a hint of dried apricot. Bright acidity provides support.",Soluna,Angelini Wine,Livon 2016 Soluna Malvasia (Collio),$35, Northeastern Italy,88,Collio,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Malvasia, Italian White",2016,Livon
307,13.5%,"Lugana, Lombardy, Italy",750 ml,White, Italy,9/1/2018,"This has delicate aromas suggesting wild herb, field flower and white stone fruit. The ripe palate offers yellow peach, pineapple and bitter almond lifted by fresh acidity.",S. Caterina,The Harvest Importing,Monte Cicogna 2016 S. Caterina  (Lugana),N/A, Lombardy,88,Lugana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Turbiana, Italian White",2016,Monte Cicogna
308,12.5%,"Lugana, Lombardy, Italy",750 ml,White, Italy,9/1/2018,Aromas of white and yellow spring flower mingle with whiffs of white almond. The almond note carries on to the light-bodied juicy palate along with tangy lemon drop and Golden Delicious apple.,Ora,RWK Imports,Perla del Garda 2017 Ora  (Lugana),$20, Lombardy,88,Lugana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Turbiana, Italian White",2017,Perla del Garda
309,13%,"Sicilia, Sicily & Sardinia, Italy",750 ml,White, Italy,9/1/2018,"Aromas of honeysuckle, tropical fruit and citrus lead the nose. The bright medium-bodied palate offers juicy white grapefruit, yellow peach and a hint of saline. It has a crisp, tangy finish.",Cavallo delle Fate,Leonardo LoCascio Selections–The Winebow Group,Tasca d'Almerita 2017 Cavallo delle Fate Grillo (Sicilia),$20, Sicily & Sardinia,88,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Grillo, Italian White",2017,Tasca d'Almerita
310,13%,"Collio, Northeastern Italy, Italy",750 ml,White, Italy,9/1/2018,Aromas of yellow apple and toasted almond emerge from the glass. The aromas carry over to the straightforward palate along with white peach and rather firm acidity.,Tenuta Sant'Helena,Domaine Select Wine & Spirits,Fantinel 2016 Tenuta Sant'Helena Friulano (Collio),$23, Northeastern Italy,88,Collio,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Friulano, Italian White",2016,Fantinel
311,13%,"Collio, Northeastern Italy, Italy",750 ml,White, Italy,9/1/2018,Aromas of acacia and tangerine glide over to the dry linear palate along with unsweetened lemon drop and yellow apple. Fresh acidity keeps it light on its feet and gives it a clean finish while a subtle note of white almond marks the close.,,Wine 4 All,La Rajade 2016 Friulano (Collio),$20, Northeastern Italy,88,Collio,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Friulano, Italian White",2016,La Rajade
312,13%,"Lugana, Lombardy, Italy",750 ml,White, Italy,9/1/2018,"Honeysuckle, hazelnut and ripe orchard fruit aromas lead the way. The fresh medium-bodied palate doles out yellow peach, banana and citrus while a white-almond note marks the close.",Sirmione,The Harvest Importing,Avanzi 2017 Sirmione  (Lugana),$19, Lombardy,88,Lugana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Turbiana, Italian White",2017,Avanzi
313,13%,"Lugana, Lombardy, Italy",750 ml,White, Italy,9/1/2018,"White spring flower, beeswax and white stone-fruit aromas lift out of the glass. On the round ripe palate, white-almond and saline notes add interest to juicy pineapple and baked yellow apple.",,Moonlight Wine Company,Ca' Lojera 2017  Lugana,$19, Lombardy,88,Lugana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Turbiana, Italian White",2017,Ca' Lojera
314,13%,"Lugana, Lombardy, Italy",750 ml,White, Italy,9/1/2018,"This opens with aromas suggesting honeysuckle, grapefruit and a whiff of tomato leaf while the light-bodied palate offers white peach, honeydew melon and a hint of pineapple. A note of white almond marks the close.",Cento Filari,Opici Wines,Cesari 2017 Cento Filari  (Lugana),$26, Lombardy,88,Lugana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Turbiana, Italian White",2017,Cesari
315,13%,"Lugana, Lombardy, Italy",750 ml,White, Italy,9/1/2018,"Whiffs of green apple, white peach and tropical fruit follow over to the soft fresh palate along with citrus notes. A white-almond note wraps up the close.",Montunal,Vias Imports,Montonale 2017 Montunal  (Lugana),N/A, Lombardy,88,Lugana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Turbiana, Italian White",2017,Montonale
316,13%,"Lugana, Lombardy, Italy",750 ml,White, Italy,9/1/2018,"Scents of fragrant white flower, honeydew melon and tropical fruit leap over to the palate along with green apple and lemon drop. Fresh acidity lifts the rich flavors.",,Tradizione Imports,Olivini 2017  Lugana,$18, Lombardy,88,Lugana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Turbiana, Italian White",2017,Olivini
317,13%,"Lugana, Lombardy, Italy",750 ml,White, Italy,9/1/2018,"Whiffs of green apple, white peach and tropical fruit follow over to the soft fresh palate along with citrus notes. A white-almond note wraps up the close.",Montunal,Vias Imports,Montonale 2017 Montunal  (Lugana),N/A, Lombardy,88,Lugana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Turbiana, Italian White",2017,Montonale
318,13%,"Lugana, Lombardy, Italy",750 ml,White, Italy,9/1/2018,"Scents of fragrant white flower, honeydew melon and tropical fruit leap over to the palate along with green apple and lemon drop. Fresh acidity lifts the rich flavors.",,Tradizione Imports,Olivini 2017  Lugana,$18, Lombardy,88,Lugana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Turbiana, Italian White",2017,Olivini
319,14%,"Collio, Northeastern Italy, Italy",750 ml,White, Italy,9/1/2018,Aromas of mature apricot and dried sage emerge from the glass. The forward palate offers ripe yellow peach and tropical fruit while a bitter almond note signals the close.,,Voliovino,Schiopetto 2016 Friulano (Collio),$20, Northeastern Italy,88,Collio,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Friulano, Italian White",2016,Schiopetto
320,12%,"Sicilia, Sicily & Sardinia, Italy",750 ml,White, Italy,9/1/2018,"Aromas of spring blossom, pear and citrus lead the nose. Mirroring the aromas, the bright tangy palate doles out juicy lemon, green melon and yellow apple. It finishes clean and refreshing.",Antisa,Leonardo LoCascio Selections–The Winebow Group,Tasca d'Almerita 2017 Antisa Catarratto (Sicilia),$20, Sicily & Sardinia,88,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Catarratto, Italian White",2017,Tasca d'Almerita
321,N/A,"Sicilia, Sicily & Sardinia, Italy",750 ml,White, Italy,9/1/2018,"Aromas of citrus, acacia and almond lead the nose. On the tangy palate, bright acidity lifts tangerine and dried herb alongside a saline note.",Zagra,Vinity Wine Company,Valle dell'Acate 2017 Zagra Grillo (Sicilia),$22, Sicily & Sardinia,87,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Grillo, Italian White",2017,Valle dell'Acate
322,12.5%,"Lugana, Lombardy, Italy",750 ml,White, Italy,9/1/2018,"White spring flower and exotic fruit aromas lead the nose. On the enjoyable palate, fresh acidity accompanies yellow apple and ripe Bartlett pear.",,Zonin USA,Zonin 2017  Lugana,$25, Lombardy,87,Lugana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Turbiana, Italian White",2017,Zonin
323,13.5%,"Lugana, Lombardy, Italy",750 ml,White, Italy,9/1/2018,"Made with organically grown Turbiana grapes, this fragrant white offers aromas of honeysuckle, hawthorn and white stone fruit. The bright straightforward palate offers white peach and green apple while a hint of bitter almond marks the close.",,A.I. Selections,Pasini San Giovanni 2017  Lugana,N/A, Lombardy,87,Lugana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Turbiana, Italian White",2017,Pasini San Giovanni
324,12%,"Sicilia, Sicily & Sardinia, Italy",750 ml,White, Italy,9/1/2018,"This 100% Inzolia has aromas of Bosc pear, white flower and Granny Smith apple. The aromas carry over to the easy-drinking palate accompanied by bright acidity that gives the wine a refreshing close.",,Bourget Imports,Sallier de la Tour 2017 Inzolia (Sicilia),$13, Sicily & Sardinia,87,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Inzolia, Italian White",2017,Sallier de la Tour
325,13%,"Sicilia, Sicily & Sardinia, Italy",750 ml,White, Italy,9/1/2018,"Aromas of citrus and exotic fruit lead the way. Mirroring the nose, the fresh straightforward palate offers lemon zest and pineapple alongside tangy acidity and a light salinity.",,Zonin USA,Feudo Principi di Butera 2017 Grillo (Sicilia),$17, Sicily & Sardinia,87,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Grillo, Italian White",2017,Feudo Principi di Butera
326,13.5%,"Sicilia, Sicily & Sardinia, Italy",750 ml,White, Italy,9/1/2018,"Jasmine, honeydew melon and citrus aromas take center stage on this crisp white. On the vibrant palate, bright acidity accompanies grapefruit, crushed herb and a hint of sea salt.",Costadune,Palm Bay International,MandraRossa 2017 Costadune Grillo (Sicilia),$12, Sicily & Sardinia,87,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Grillo, Italian White",2017,MandraRossa
327,13.5%,"Lugana, Lombardy, Italy",750 ml,White, Italy,9/1/2018,"Spring blossom and white stone-fruit aromas lead the nose. The fresh rounded palate offers white peach, fennel and a candied-lemon-drop note.",Imperiale,The Harvest Importing,Monte Cicogna 2016 Imperiale  (Lugana),N/A, Lombardy,87,Lugana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Turbiana, Italian White",2016,Monte Cicogna
328,13%,"Sicilia, Sicily & Sardinia, Italy",750 ml,White, Italy,9/1/2018,"Aromas of fragrant white wild flower and tropical fruit lead the nose. On the bright palate, a saline note adds interest to grapefruit and lemon.",,Prestige Wine Imports Corp,Stemmari 2017 Grillo (Sicilia),$9, Sicily & Sardinia,87,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Grillo, Italian White",2017,Stemmari
329,12.5%,"Sicilia, Sicily & Sardinia, Italy",750 ml,White, Italy,9/1/2018,Heady scents of mature apricot and citrus carry over to the fresh light-bodied palate along with mature yellow apple. A salty note signals the close.,Chiaramonte,Soilair Selection,Firriato 2017 Chiaramonte Inzolia (Sicilia),$19, Sicily & Sardinia,87,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Inzolia, Italian White",2017,Firriato
330,N/A,"Lugana, Lombardy, Italy",750 ml,Sparkling, Italy,9/1/2018,"Made with native grape Turbiana, this sparkler has subdued aromas evoking baked apple, toast and nut. Reflecting the nose, the palate offers dried yellow apple, citrus rind and bitter walnut alongside vigorous bubbles.",Millesimato Brut Nature,RWK Imports,Perla del Garda 2011 Millesimato Brut Nature  (Lugana),N/A, Lombardy,87,Lugana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Turbiana, Italian White",2011,Perla del Garda
331,12.5%,"Lugana, Lombardy, Italy",750 ml,White, Italy,9/1/2018,"Aromas of tropical fruit, citrus and white peach follow over to the fruity palate along with honeydew melon and candied lemon drop. It closes on a hint of white almond.",,Alwaysgood,Bulgarini 2017  Lugana,$20, Lombardy,87,Lugana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Turbiana, Italian White",2017,Bulgarini
332,13%,"Sicilia, Sicily & Sardinia, Italy",750 ml,White, Italy,9/1/2018,"White wild flower and white stone-fruit aromas delicately waft out of the glass. On the straightforward palate, fresh acidity accompanies suggestions of citrus and white peach.",Olli,Kobrand,Feudo Maccari 2017 Olli Grillo (Sicilia),$20, Sicily & Sardinia,87,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Grillo, Italian White",2017,Feudo Maccari
333,13.5%,"Lugana, Lombardy, Italy",750 ml,White, Italy,9/1/2018,"Fermented and aged in barriques, this has a shy nose that eventually reveals suggestions of pressed flower and a whiff of orchard fruit. The medium-bodied palate offers mature yellow apple and a hint of lemon rind alongside toasted oak. It's structured but rather lean in terms of fruit richness.",Borghetta Riserva,The Harvest Importing,Avanzi 2015 Borghetta Riserva  (Lugana),$29, Lombardy,87,Lugana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Turbiana, Italian White",2015,Avanzi
334,12.5%,"Lugana, Lombardy, Italy",750 ml,White, Italy,9/1/2018,"Delicate aromas of spring flower and ripe orchard fruit lead the way. On the fresh, straightforward palate, you'll find ripe Granny Smith, honeydew melon and a hint of candied citrus while a white almond note marks the close.",,Santa Margherita USA,Cà Maiol 2017  Lugana,$15, Lombardy,87,Lugana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Turbiana, Italian White",2017,Cà Maiol
335,13.5%,"Sicilia, Sicily & Sardinia, Italy",750 ml,White, Italy,9/1/2018,"Aromas suggesting crushed tomato leaf, citrus and exotic fruit leap out of the glass. On the medium-bodied palate, tangy acidity perks up juicy grapefruit, white peach and pineapple packed in syrup.",,Monsieur Touton Selection Ltd,Graffetta 2017 Grillo (Sicilia),$14, Sicily & Sardinia,87,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Grillo, Italian White",2017,Graffetta
336,15%,"Collio, Northeastern Italy, Italy",750 ml,White, Italy,9/1/2018,"This big, round white has subdued aromas while the brawny palate suggests baked apple, mature pear, citrus zest and bitter almond. You'll also detect the warmth of alcohol on finish but fresh acidity manages to keep it lighter on its feet than you'd expect for a wine with this structure.",,Tradizione Imports,La Ponca 2016 Malvasia (Collio),$18, Northeastern Italy,87,Collio,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Malvasia, Italian White",2016,La Ponca
337,14%,"Collio, Northeastern Italy, Italy",750 ml,White, Italy,9/1/2018,"This opens with aromas of French oak, citrus, crushed herb and yellow stone fruit. The palate offers coconut, sage and mature yellow-apple skin alongside a hint of lemon rind. A raw almond note gives it a somewhat bitter finish.",Maditocai,Angelini Wine,Livon 2016 Maditocai Friulano (Collio),$55, Northeastern Italy,87,Collio,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Friulano, Italian White",2016,Livon
338,13%,"Sicilia, Sicily & Sardinia, Italy",750 ml,White, Italy,9/1/2018,"Aromas of acacia, Spanish broom, toasted nut, orchard fruit and a whiff of oak lead the nose. On the rather lean palate, fresh acidity lifts mature yellow apple, bread crust and bitter almond.",Serò,Zonin USA,Feudo Principi di Butera 2016 Serò Insolia (Sicilia),$17, Sicily & Sardinia,87,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Insolia, Italian White",2016,Feudo Principi di Butera
339,13.5%,"Sicilia, Sicily & Sardinia, Italy",750 ml,White, Italy,9/1/2018,You'll find aromas of fragrant white spring flower and citrus on this bright enjoyable wine. The tangy palate presents orange zest and crushed Mediterranean herb alongside fresh acidity.,Ciaca Bianca,Palm Bay International,MandraRossa 2017 Ciaca Bianca Fiano (Sicilia),$12, Sicily & Sardinia,87,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Fiano, Italian White",2017,MandraRossa
340,13%,"Sicilia, Sicily & Sardinia, Italy",750 ml,White, Italy,9/1/2018,"Aromas of exotic fruit and white spring flower lead the nose. On the tangy palate, fresh acidity brightens pineapple, grapefruit and a touch of candied lemon drop.",,Bourget Imports,Sallier de la Tour 2017 Grillo (Sicilia),$13, Sicily & Sardinia,87,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Grillo, Italian White",2017,Sallier de la Tour
341,12.5%,"Sicilia, Sicily & Sardinia, Italy",750 ml,White, Italy,9/1/2018,Aromas of citrus zest and honeydew melon carry over to the light-bodied palate along with lemon and a hint of sea breeze. Tangy acidity lifts the juicy flavors.,Vento di Mare,USA Wine West,Cantine Ermes 2017 Vento di Mare Grillo (Sicilia),$9, Sicily & Sardinia,86,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Grillo, Italian White",2017,Cantine Ermes
342,11%,"Prosecco Treviso, Veneto, Italy",750 ml,Sparkling, Italy,9/1/2018,"White spring flower and green-apple aromas follow over to the vibrant palate along with lemon zest and a hint of almond. It's fun and easy drinking, with bright acidity and foaming bubbles.",Brut,Serendipity Wine Imports,Luna d'Or NV Brut  (Prosecco Treviso),N/A, Veneto,86,Prosecco Treviso,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Glera, Italian White",,Luna d'Or
343,12%,"Soave Classico, Veneto, Italy",750 ml,White, Italy,9/1/2018,"This opens with subdued aromas of spring blossom, orchard fruit and a whiff of beeswax. On the simple palate, fresh acidity gives a lift to ripe peach and bitter almond.",Vigneto di Monteforte,"Frederick Wildman & Sons, Ltd",Santi 2015 Vigneto di Monteforte  (Soave Classico),$17, Veneto,86,Soave Classico,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Garganega, Italian White",2015,Santi
344,12.5%,"Sicilia, Sicily & Sardinia, Italy",750 ml,White, Italy,9/1/2018,"This light-bodied, informal white offers flavors of citrus and a hint of pineapple alongside a saline note. Bright acidity gives it a crisp finish. It's a simple wine enjoyable for everyday.",,Terlato Wines International,Cusumano 2017 Catarratto (Sicilia),$14, Sicily & Sardinia,86,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Catarratto, Italian White",2017,Cusumano
345,12%,"Sicilia, Sicily & Sardinia, Italy",750 ml,White, Italy,9/1/2018,"Tropical fruit and crushed tomato vine aromas lift out of the glass. On the simple palate, fresh acidity lifts pineapple and a suggestion of grapefruit.",Kheirè,Sheehan Brothers,Gorghi Tondi 2017 Kheirè Grillo (Sicilia),$25, Sicily & Sardinia,86,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Grillo, Italian White",2017,Gorghi Tondi
346,13%,"Collio, Northeastern Italy, Italy",750 ml,White, Italy,9/1/2018,This has delicate scents evoking yellow stone fruit and citrus. The aromas carry over to the somewhat lean palate along with bitter yellow-apple skin and citrus rind. It closes on a note of bitter almond and a hint of sage.,,Tradizione Imports,La Ponca 2016 Ribolla Gialla (Collio),$18, Northeastern Italy,86,Collio,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Ribolla Gialla, Italian White",2016,La Ponca
347,12.5%,"Sicilia, Sicily & Sardinia, Italy",750 ml,White, Italy,9/1/2018,"Crushed tomato leaf, hay and a whiff of tropical fruit lead the nose. The tangy, light-bodied palate offers grapefruit, tangerine slice, saline and thyme framed in crisp acidity.",Gibellina,USA Wine West,Tenute Orestiadi 2017 Gibellina Grillo (Sicilia),$15, Sicily & Sardinia,86,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Grillo, Italian White",2017,Tenute Orestiadi
348,12.5%,"Sicilia, Sicily & Sardinia, Italy",750 ml,White, Italy,9/1/2018,Aromas suggesting tropical fruit and a whiff of Mediterranean herb follow through to the fresh simple palate along with a hint of juicy grapefruit. Tangy acidity lifts the finish.,Molino a Vento,USA Wine West,Tenute Orestiadi 2017 Molino a Vento Grillo (Sicilia),$11, Sicily & Sardinia,86,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Grillo, Italian White",2017,Tenute Orestiadi
349,12.5%,"Sicilia, Sicily & Sardinia, Italy",750 ml,White, Italy,9/1/2018,Intense citrus and white-flower aromas jump over to the bright straightforward palate along with a hint of yellow stone fruit. Fresh acidity gives it a zesty close.,Molino a Vento Organic,USA Wine West,Tenute Orestiadi 2017 Molino a Vento Organic Grillo (Sicilia),$11, Sicily & Sardinia,86,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Grillo, Italian White",2017,Tenute Orestiadi
350,12.5%,"Sicilia, Sicily & Sardinia, Italy",750 ml,White, Italy,9/1/2018,"Honeysuckle and banana aromas waft out of the glass. On the bright easygoing palate, a white-almond note adds interest to a core of ripe yellow pear and a hint of pineapple.",,Zonin USA,Feudo Principi di Butera 2017 Insolia (Sicilia),$17, Sicily & Sardinia,86,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Insolia, Italian White",2017,Feudo Principi di Butera
351,13%,"Collio, Northeastern Italy, Italy",750 ml,White, Italy,9/1/2018,"This informal wine has a subdued nose that eventually reveals whiffs of white flower and citrus while the simple palate suggests green apple and white peach. It's bright, with fresh acidity.",Ceròu,Quintessential Wines,Ascevi Luwa 2016 Ceròu Ribolla Gialla (Collio),$18, Northeastern Italy,86,Collio,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Ribolla Gialla, Italian White",2016,Ascevi Luwa
352,13%,"Sicilia, Sicily & Sardinia, Italy",750 ml,White, Italy,9/1/2018,This opens with intense citrus aromas of lemon zest and grapefruit that carry over to the fresh simple palate along with a hint of sage. Zesty acidity gives it a crisp finish.,,Palm Bay International,Settesoli 2017 Grillo (Sicilia),$11, Sicily & Sardinia,86,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Grillo, Italian White",2017,Settesoli
353,12.5%,"Sicilia, Sicily & Sardinia, Italy",750 ml,White, Italy,9/1/2018,"Delicately scented, this offers subtle whiffs of white wild flower and orchard fruit. The bright simple palate shows lime and white peach alongside crisp acidity.",Lu Bancu,Vino Veritas,Feudo Disisa 2016 Lu Bancu Catarratto (Sicilia),$20, Sicily & Sardinia,86,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Catarratto, Italian White",2016,Feudo Disisa
354,12.5%,"Sicilia, Sicily & Sardinia, Italy",750 ml,White, Italy,9/1/2018,This opens with delicate scents of citrus blossom and orchard fruit. The refreshing light-bodied palate offers pear and peach alongside crisp acidity. It's simple but well made.,Gibellina,USA Wine West,Tenute Orestiadi 2017 Gibellina Catarratto (Sicilia),$15, Sicily & Sardinia,86,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Catarratto, Italian White",2017,Tenute Orestiadi
355,13.5%,"Lugana, Lombardy, Italy",750 ml,White, Italy,9/1/2018,Aromas of toasted almond and chamomile lead the nose. The aromas carry over to the simple palate along with baked apple.,Melibèo,"Frederick Wildman & Sons, Ltd",Santi 2016 Melibèo  (Lugana),N/A, Lombardy,85,Lugana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Turbiana, Italian White",2016,Santi
356,13%,"Soave, Veneto, Italy",750 ml,White, Italy,9/1/2018,Aromas of orange zest and tropical fruit lead the nose. The aromas carry over to the short simple palate along with the barest hint of white almond and fresh acidity.,Monte Ceriani,Dalla Terra Winery Direct,Tenuta Sant'Antonio 2015 Monte Ceriani  (Soave),N/A, Veneto,85,Soave,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Garganega, Italian White",2015,Tenuta Sant'Antonio
357,12.5%,"Sicilia, Sicily & Sardinia, Italy",750 ml,White, Italy,9/1/2018,"Light-bodied and tangy, this simple white wine has subdued aromas and flavors suggesting citrus. It's crisp, with a slightly salty finish.",U Marusu,International Cellars,Fazio 2017 U Marusu Grillo (Sicilia),$12, Sicily & Sardinia,85,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Grillo, Italian White",2017,Fazio
358,12.5%,"Soave, Veneto, Italy",750 ml,White, Italy,9/1/2018,Fruity aromas of tropical fruit and white peach carry over to the simple palate along with the barest hint of bitter almond. Fresh acidity gives it a bright finish.,,J & M Distributing Co,Bellora 2016  Soave,N/A, Veneto,85,Soave,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Garganega, Italian White",2016,Bellora
359,11%,"Prosecco, Veneto, Italy",750 ml,Sparkling, Italy,9/1/2018,"This simple sparkler has aromas and flavors of bitter medicinal herb, white flower and orchard fruit. The aromas carry over to the palate alongside brisk acidity.",Extra Dry,Serendipity Wine Imports,Luna d'Or NV Extra Dry  (Prosecco),N/A, Veneto,85,Prosecco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Glera, Italian White",,Luna d'Or
360,13%,"Soave Superiore, Veneto, Italy",750 ml,White, Italy,9/1/2018,"Delicate aromas of Spanish broom and ripe orchard fruit curl out of the glass. It's round and simple, offering lemon drop and a hint of bitter almond.",,Apollo Fine Wines & Spirits,Villa Erbice 2015  Soave Superiore,N/A, Veneto,85,Soave Superiore,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Garganega, Italian White",2015,Villa Erbice
361,12%,"Sicilia, Sicily & Sardinia, Italy",750 ml,White, Italy,9/1/2018,"Subdued aromas of beeswax, mature apple and citrus carry on to the light-bodied simple palate. It's fresh and easy, with zesty acidity.",Marchese Montefusco,USA Wine West,Cantine Ermes 2017 Marchese Montefusco Grillo (Sicilia),$8, Sicily & Sardinia,84,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Grillo, Italian White",2017,Cantine Ermes
