,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
175,13%,"Fleurie, Beaujolais, France",750 ml,Red, France,3/1/2019,"This wine is full of fruit and tannins. Although still young, it has plenty of freshness and fruit potential to go with the ripe, perfumed tannins. Drink the wine from 2020.",Granits Roses,Vigneron Imports,Domaine de Bel-Air 2017 Granits Roses  (Fleurie),$22, Beaujolais,90,Fleurie,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Domaine de Bel-Air
176,13%,"Moulin-à-Vent, Beaujolais, France",750 ml,Red, France,3/1/2019,"A dense wine made from 50-year-old vines, this is rich and dense. It has a smoky character with some bitterness at this young stage. Both elements will disappear into the rich fruit as the wine matures. Drink from 2020.",Les Burdelines,Vigneron Imports,Domaine de Bel-Air 2017 Les Burdelines  (Moulin-à-Vent),$22, Beaujolais,90,Moulin-à-Vent,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Domaine de Bel-Air
177,13%,"Brouilly, Beaujolais, France",750 ml,Red, France,3/1/2019,"This ripe wine is full of black fruits and generous, integrated tannins. It is rich, solid with warm blackberry fruits and crisp with acidity. The wine is ready, so it can be enjoyed for its fruitiness now, but it will also age and can be drunk until 2023.",,1_No Submitting Co,Domaine de Briante 2016  Brouilly,$22, Beaujolais,90,Brouilly,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2016,Domaine de Briante
178,14.5%,"Saint-Amour, Beaujolais, France",750 ml,Red, France,3/1/2019,"The 22-acre vineyard belonging to the Duc family has given this rich, structured wine. While it has plenty of juicy acidity, the tannins are most marked at this young stage. The wine is dark, powerful, full of spice and pepper.",,Tru Wines LLC,Domaine des Duc 2017  Saint-Amour,$17, Beaujolais,90,Saint-Amour,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Domaine des Duc
179,13%,"Morgon, Beaujolais, France",750 ml,Red, France,3/1/2019,"Firm and structured, this wine is rich in tannins while also having plenty of fresh, juicy fruit. The wine's dry core is dominant at this stage, but just wait until that fruit begins to shine. The dense texture and the wine's ripeness will let it age for several years. Drink from 2021.",Corcelette,Pioneer Wine Company,Domaines Laurent Perrachon & Fils 2017 Corcelette  (Morgon),$22, Beaujolais,90,Morgon,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Domaines Laurent Perrachon & Fils
180,13%,"Juliénas, Beaujolais, France",750 ml,Red, France,3/1/2019,"Ripe, fruity while also structured, this wine is concentrated. It comes from a sloping five-acre parcel, giving tannins, red fruits and good acidity all wrapped in an ageworthy parcel. Drink this wine from 2020.",Les Mouilles,International Wines,Domaines Laurent Perrachon & Fils 2017 Les Mouilles  (Juliénas),$24, Beaujolais,90,Juliénas,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Domaines Laurent Perrachon & Fils
181,14%,"Saint-Amour, Beaujolais, France",750 ml,Red, France,3/1/2019,"This well-structured wine offers tannins and sophisticated black-cherry fruits. Weight backs up the richness and mineral texture. Named after the stones in the soil, the wine is ready to drink while remaining firm.",Les Pierres,Saranty Imports,Pardon et Fils 2017 Les Pierres  (Saint-Amour),$19, Beaujolais,90,Saint-Amour,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Pardon et Fils
182,13.5%,"Côte de Brouilly, Beaujolais, France",750 ml,Red, France,3/1/2019,"Attractively perfumed, this wine is also richly structured. It is young, with a good future ahead of it. Rich black-cherry flavors are lifted by acidity and firmly structured with dark tannins. It is worth waiting for and will be best drunk from 2020.",Les Garances,Vinotas Selections,Domaine Baron de l'Ecluse 2017 Les Garances  (Côte de Brouilly),$25, Beaujolais,90,Côte de Brouilly,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Domaine Baron de l'Ecluse
183,13.5%,"Morgon, Beaujolais, France",750 ml,Red, France,3/1/2019,"Aged in neutral cement tanks, this wine is all about rich black fruits and tannins. It is ripe and dense, with layers of spice, black cherries and acidity. The wine will develop much further, so drink from 2021.",Charme,Charles Neal Selections,Domaine de Colette 2017 Charme  (Morgon),$22, Beaujolais,90,Morgon,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Domaine de Colette
184,12.5%,"Morgon, Beaujolais, France",750 ml,Red, France,3/1/2019,"Aged in wood and bottled without sulfites, this wine is rich with tannins and red-berry flavors. Acidity and spice add to the fruitiness of this attractive, ripe wine. Drink from 2020.",Naturabilis Ancestrale,"Latitude Wines, Inc",Domaine de Colonat 2017 Naturabilis Ancestrale  (Morgon),$35, Beaujolais,90,Morgon,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Domaine de Colonat
185,13%,"Côte de Brouilly, Beaujolais, France",750 ml,Red, France,3/1/2019,"Ripe red fruits and soft tannins characterize this rich wine. With berry flavors, intense acidity and developing richness, it will turn into a full, generous wine. Drink from 2019.",L'Ecluse,Saranty Imports,Domaine des Maisons Neuves 2017 L'Ecluse  (Côte de Brouilly),$18, Beaujolais,90,Côte de Brouilly,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Domaine des Maisons Neuves
186,13%,"Moulin-à-Vent, Beaujolais, France",750 ml,Red, France,3/1/2019,"Partially aged in wood, this smoothly textured, dense wine is packed with black fruits, bright acidity and spice. The fresh edge contrasts with the dry tannins that will soften as the wine develops. Give this wine until 2020 before drinking.",,Quintessential Wines,Domaine des Rosiers 2017  Moulin-à-Vent,$27, Beaujolais,90,Moulin-à-Vent,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Domaine des Rosiers
187,13%,"Juliénas, Beaujolais, France",750 ml,Red, France,3/1/2019,"Named after the cherry tree in the vineyard, this wine is firm and solidly structured. It offers rich blackberry flavors and concentration. Produced from organically grown grapes, it has a good lift, ripeness and a still-young structure. Wait to drink until 2020.",Le Griottier,Bonhomie Wine Imports,Domaine Franck Besson 2016 Le Griottier  (Juliénas),$25, Beaujolais,90,Juliénas,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2016,Domaine Franck Besson
188,12%,"Beaujolais-Villages, Beaujolais, France",750 ml,Red, France,3/1/2019,"For a Beaujolais-Villages, this is an impressively structured wine. It has tannins as well as enticing red-berry fruits that are still young. Fresh with acidity and still with a firm backdrop, the wine needs to age. Drink from late 2019.",La Sambinerie,"Fruit of the Vines, Inc",Domaine Richard Rottiers 2017 La Sambinerie  (Beaujolais-Villages),$20, Beaujolais,90,Beaujolais-Villages,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Domaine Richard Rottiers
189,13.5%,"Saint-Amour, Beaujolais, France",750 ml,Red, France,3/1/2019,"The most northerly of the Beaujolais cru villages has produced a richly structured wine, firm with tannins as well as bright red-berry fruits. It has density cut with intense acidity that will soften over the next few months.",Les Champs-Grillés,Weygandt-Metzler,Domaines Chermette 2017 Les Champs-Grillés  (Saint-Amour),$27, Beaujolais,90,Saint-Amour,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Domaines Chermette
190,12%,"Eola-Amity Hills, Willamette Valley, Oregon, US",750 ml,Red, US,3/1/2019,"The grape were put through whole-cluster carbonic maceration in concrete, then aged in both neutral oak and stainless steel, yielding a wine with bold cranberry fruit with a vein of iron. The tannins are polished but stiffen the finish, with a thread of graphite. It's still quite young, quite tart and bursting with flavor.",Seven Springs,,Evening Land 2017 Seven Springs Gamay Noir (Eola-Amity Hills),$35, Oregon,90, Willamette Valley,Paul Gregutt,@paulgwine ,Eola-Amity Hills,Not rated yet [Add Your Review],"Gamay Noir, Gamay",2017,Evening Land
191,13%,"Chiroubles, Beaujolais, France",750 ml,Red, France,3/1/2019,This structured wine has big tannins as well as generous black fruits. Acidity and a cool edge to the structure show the elevation of this appellation and will allow the wine to mature slowly. Great fruitiness adds to the promise. Drink from 2020.,L'Aurore des Côtes,Ideal Wine and Spirits,Fabien Collonge 2017 L'Aurore des Côtes  (Chiroubles),$22, Beaujolais,90,Chiroubles,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Fabien Collonge
192,13%,"Morgon, Beaujolais, France",750 ml,Red, France,3/1/2019,"From the famous Côte du Py vineyard, this wine has considerable structure. Its black fruits and rich tannins are typical of this granite terroir. The wine also has juicy red fruits that are developing and will come to dominate from 2019.",Cuvée M Côte du Py,Rodinia LLC,Florent Descombe 2017 Cuvée M Côte du Py  (Morgon),$28, Beaujolais,90,Morgon,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Florent Descombe
193,13%,"Morgon, Beaujolais, France",750 ml,Red, France,3/1/2019,"The schist soil of this estate has left its mark on this wine in its mineral texture. The wine is tight and firmly structured, with bold tannins that need to soften. Drink from 2020.",Domaine des Versauds,Deutsch Family Wine and Spirits,Jean-Claude Debeaune 2017 Domaine des Versauds  (Morgon),$18, Beaujolais,90,Morgon,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Jean-Claude Debeaune
194,13%,"Morgon, Beaujolais, France",750 ml,Red, France,3/1/2019,"Parcels on the red-iron slopes of the dramatic 1,100-foot Côte du Py are the backbone of this rich and structured wine. Powerful tannins give the wine density and aging potential. It has a way to go, with rich black fruits and acidity that still need to soften. Drink from 2020.",Côte du Py,Quintessential Wines,Jean-Ernest Descombes 2017 Côte du Py  (Morgon),$28, Beaujolais,90,Morgon,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Jean-Ernest Descombes
195,12.5%,"Chénas, Beaujolais, France",750 ml,Red, France,3/1/2019,"Vines planted in 1939 are the essence of this rich, concentrated wine that offers solid tannins as well as ripe fruits. A touch of spice adds further complexity. Drink from 2020.",En Rémont Vignes de 1939,Zancanella Importing Co,Pascal Aufranc 2017 En Rémont Vignes de 1939  (Chénas),$40, Beaujolais,90,Chénas,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Pascal Aufranc
196,12%,"Brouilly, Beaujolais, France",750 ml,Red, France,3/1/2019,"The result of a collaboration between a grower and a negociant, this wine is softly textured and has rich black fruits. Generous tannins are fully integrated into the berry flavors. The wine is ready to drink.",Le Meilleur des 2 Mondes,Tri-Vin Imports,Baptiste et Laurent 2017 Le Meilleur des 2 Mondes  (Brouilly),$22, Beaujolais,89,Brouilly,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Baptiste et Laurent
197,13%,"Chiroubles, Beaujolais, France",750 ml,Red, France,3/1/2019,"This is an elegant wine, with acidity and red fruits already in harmony. An edge of tannins gives the wine structure and aging potential.",Cuvée Loïc,Bertrand's Wines,Christophe Savoye 2017 Cuvée Loïc  (Chiroubles),$18, Beaujolais,89,Chiroubles,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Christophe Savoye
198,13%,"Brouilly, Beaujolais, France",750 ml,Red, France,3/1/2019,"This ripe, soft and jammy wine is immediately enjoyable. It has generous berry fruits, black plums and spice from the wood aging. Richness and a warm feel are lifted at the end by acidity. Drink the wine now.",Pisse-Vieille,Timothy Perry,Domaine Bertrand 2016 Pisse-Vieille  (Brouilly),$27, Beaujolais,89,Brouilly,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2016,Domaine Bertrand
199,12.5%,"Côte de Brouilly, Beaujolais, France",750 ml,Red, France,3/1/2019,"From vines on the north-facing slope of Mont Brouilly, this wine has plenty of rich cherry flavors as well as the fresher acidity typical of the vintage. Deliciously fruity it is ready to drink.",,Winebow,Domaine de Briante 2014  Côte de Brouilly,$20, Beaujolais,89,Côte de Brouilly,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2014,Domaine de Briante
200,13%,"Fleurie, Beaujolais, France",750 ml,Red, France,3/1/2019,"Still with its tannins in place, this wine also has fresh, perfumed fruits. The two are coming into balance to reveal a wine packed with berry fruitiness and red-cherry acidity. Drink the wine now.",Réserve Louis Leyre-Loup,Wine Universe Corp,Domaine de Leyre-Loup 2014 Réserve Louis Leyre-Loup  (Fleurie),$24, Beaujolais,89,Fleurie,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2014,Domaine de Leyre-Loup
201,12.5%,"Morgon, Beaujolais, France",750 ml,Red, France,3/1/2019,"This single-vineyard wine is firm with the tannins typical of this appellation. It has good structure and concentration, with supporting layers of blackberry fruits. The wine finishes with fresher acidity.",Douby,Chemin Des Vins,Domaine du Gry-Sablon 2017 Douby  (Morgon),$25, Beaujolais,89,Morgon,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Domaine du Gry-Sablon
202,12.5%,"Côte de Brouilly, Beaujolais, France",750 ml,Red, France,3/1/2019,"From grapes planted on volcanic soil, this wine has intense minerality as well as dense tannins. It also has plenty of blackberry fruit that needs to develop further before the wine is ready to enjoy. Drink from 2020.",Les Cailloux,American Northwest Distributors Inc,Emmanuel Fellot 2017 Les Cailloux  (Côte de Brouilly),$22, Beaujolais,89,Côte de Brouilly,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Emmanuel Fellot
203,13%,"Régnié, Beaujolais, France",750 ml,Red, France,3/1/2019,"From soil that has some sand as well as granite, this wine has both structure and ripe black fruits. Tannins are prominent at this early stage and need to soften into the fruitiness of this ripe wine. Drink from 2020.",Domaine Pardon Cuvée Tim,Saranty Imports,Pardon et Fils 2017 Domaine Pardon Cuvée Tim  (Régnié),$16, Beaujolais,89,Régnié,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Pardon et Fils
204,13%,"Saint-Amour, Beaujolais, France",750 ml,Red, France,3/1/2019,"Playing on the name of Saint-Amour (named after a Roman soldier), this wine celebrates Gamay. Its juicy red-cherry flavors are bright while allowing space for tannins and aging potential.",Coeur de Gamay,"Fruit of the Vines, Inc",Patrick Tranchand 2017 Coeur de Gamay  (Saint-Amour),$22, Beaujolais,89,Saint-Amour,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Patrick Tranchand
205,12.5%,"Chiroubles, Beaujolais, France",750 ml,Red, France,3/1/2019,Zero sulfites and natural yeasts are hallmarks of this crisp and fruity wine. Its acidity and red-currant flavors are boisterous at this stage and need to calm down. The wine will be best from 2020.,Indigène,Field Blend Selections,Château de Javernand 2017 Indigène  (Chiroubles),$28, Beaujolais,89,Chiroubles,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Château de Javernand
206,13%,"Juliénas, Beaujolais, France",750 ml,Red, France,3/1/2019,This wine is rich with young tannins that promise excellent aging. Ripe red-berry fruits have a touch of spice as well as a lightly herbal edge. It is developing well as its silky texture begins to show. Drink from 2020.,Cuvée Tradition,"Fruit of the Vines, Inc",Château de Juliénas 2017 Cuvée Tradition  (Juliénas),$22, Beaujolais,89,Juliénas,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Château de Juliénas
207,13%,"Morgon, Beaujolais, France",750 ml,Red, France,3/1/2019,"Partly aged in wood, this ripe wine is smoothly textured and rich. With tannins as well as red fruits and spice, the wine is already balanced although its bright fruitiness need to calm down a little. Drink now.",Les Charmes,"Latitude Wines, Inc",Domaine de Colonat 2017 Les Charmes  (Morgon),$28, Beaujolais,89,Morgon,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Domaine de Colonat
208,13%,"Fleurie, Beaujolais, France",750 ml,Red, France,3/1/2019,"Made without added sulfur, this ripe wine offers black fruits and soft tannins. The fruit is pure, juicy and clean, with attractive acidity as well as a fresh aftertaste. Drink the wine now.",Gamay Originel 1890,T. Edward Wines Ltd,Domaine de Grands Fers 2017 Gamay Originel 1890  (Fleurie),$23, Beaujolais,89,Fleurie,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Domaine de Grands Fers
209,13%,"Moulin-à-Vent, Beaujolais, France",750 ml,Red, France,3/1/2019,"The black volcanic rock of this vineyard is a strong element in its firm, upright texture. Dark and full of tannins, the fruit is still in the background. However there is fresh acidity and hints of the red-cherry flavors that will develop. Wait to drink until 2020.",,Quintessential Wines,Domaine de Roche Noire 2017  Moulin-à-Vent,$26, Beaujolais,89,Moulin-à-Vent,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Domaine de Roche Noire
210,13%,"Morgon, Beaujolais, France",750 ml,Red, France,3/1/2019,"This fourth-generation-run estate has produced a rich, tannic wine. At this stage black fruits and a firm structure demand aging. The wine is likely to balance well over the next year and be ready to drink from 2020.",,Quintessential Wines,Domaine Mont Chavy 2017  Morgon,$24, Beaujolais,89,Morgon,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Domaine Mont Chavy
211,14%,"Saint-Amour, Beaujolais, France",750 ml,Red, France,3/1/2019,"Facing southeast, this vineyard is rich in sandstone and granite, giving weight and minerality to this wine. Black fruits show strongly, backed by acidity and tannins. All these elements suggest a wine that will age. Drink from 2020.",Domaine des Billards,David Bowler Wine,Jean Loron 2017 Domaine des Billards  (Saint-Amour),$20, Beaujolais,89,Saint-Amour,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Jean Loron
212,13%,"Brouilly, Beaujolais, France",750 ml,Red, France,3/1/2019,"Structured, spicy and with layers of rich fruits, this is a wine has tannins and concentration. The black fruits are cut with acidity and a dry edge that will soften over the next few months. Drink now.",Vuril,Timothy Perry,Domaine Bertrand 2017 Vuril  (Brouilly),$25, Beaujolais,89,Brouilly,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Domaine Bertrand
213,13%,"Morgon, Beaujolais, France",750 ml,Red, France,3/1/2019,"Structured, full of dark tannins and with a strong Py mineral streak, this wine from nine acres of old vines is still young and needs time. It has weight along with fresh red-cherry flavors that contrast with the structure. Let it age and drink from 2020.",Côte du Py,Quintessential Wines,Domaine de Javernière 2017 Côte du Py  (Morgon),$25, Beaujolais,89,Morgon,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Domaine de Javernière
214,12.5%,"Moulin-à-Vent, Beaujolais, France",750 ml,Red, France,3/1/2019,"This wine from old vines in a six-acre vineyard has firm tannins as well as ripe fruit. Everything is young and exuberant at this stage, with tannins and spice dominating the fruits. Let this wine age until 2020.",,Quintessential Wines,Domaine de la Vigne Romaine 2017  Moulin-à-Vent,$28, Beaujolais,89,Moulin-à-Vent,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Domaine de la Vigne Romaine
215,13%,"Moulin-à-Vent, Beaujolais, France",750 ml,Red, France,3/1/2019,"A blend of a selection of grapes from across the estate, this wine is open, rich and ready to drink. Generous and juicy, the wine balances tannins, good acidity and great fruitiness.",Coeur de Terroirs,"Frederick Wildman & Sons, Ltd",Domaine Labruyère 2016 Coeur de Terroirs  (Moulin-à-Vent),$29, Beaujolais,89,Moulin-à-Vent,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2016,Domaine Labruyère
216,12.5%,"Brouilly, Beaujolais, France",750 ml,Red, France,3/1/2019,"Seventy-year-old vines add concentration to this rich wine. Full of berry fruits and ripe tannins, the wine has excellent potential. It is already delicious in its young fruitiness, but let it soften further and drink from late 2019.",La Grume Grain d'Expression,New France Wine Co,Domaine Nicolas Boudeau 2017 La Grume Grain d'Expression  (Brouilly),$20, Beaujolais,89,Brouilly,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Domaine Nicolas Boudeau
217,13%,"Moulin-à-Vent, Beaujolais, France",750 ml,Red, France,3/1/2019,"This structured wine is still full of young tannins, with a dense, dry core that needs to soften. Around that center, the wine offers black fruits, ripe tannins and plenty of balancing acidity.",Cuvée M,Gourmet Food and Wine Distributor,Florent Descombe 2017 Cuvée M  (Moulin-à-Vent),$19, Beaujolais,89,Moulin-à-Vent,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Florent Descombe
218,12.5%,"Brouilly, Beaujolais, France",750 ml,Red, France,3/1/2019,"Named after the winemaker's father, Romain, this wine grown in the Saburin vineyard is packed with juiciness and acidity. Smooth tannins integrate into the fruitiness of the wine that has been softened by 12 months in old-wood barrels. Drink now.",Romain en Saburin,"Fruit of the Vines, Inc",Robert Perroud 2016 Romain en Saburin  (Brouilly),$30, Beaujolais,89,Brouilly,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2016,Robert Perroud
219,13%,"Brouilly, Beaujolais, France",750 ml,Red, France,3/1/2019,"Lightly structured, this wine has ripe fruit that is also fresh and crisp. With the tannins and acidity, the wine has the ability to age, introducing extra richness as it does so. Drink from late 2019.",Plaisirs de Pégase,Vinotas Selections,Agnès Pegaz 2017 Plaisirs de Pégase  (Brouilly),$18, Beaujolais,89,Brouilly,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Agnès Pegaz
220,13.5%,"Moulin-à-Vent, Beaujolais, France",750 ml,Red, France,3/1/2019,This richly structured wine has firm tannins as well as great swathes of juicy black fruits. Its richness is balanced by the acidity and the dry core that will allow the wine to age.,Charlotte et Pierre-Yves Perrachon Vieilles Vignes,DHI Selections,Château Bonnet 2016 Charlotte et Pierre-Yves Perrachon Vieilles Vignes  (Moulin-à-Vent),$30, Beaujolais,89,Moulin-à-Vent,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2016,Château Bonnet
221,13.5%,"Moulin-à-Vent, Beaujolais, France",750 ml,Red, France,3/1/2019,"A rich and ripe wine that is both perfumed and structured, this shows a good balance between fruit and tannins. Aged partly in wood, the wine has a touch of spice along with the black fruits and finishing acidity. Drink from 2020.",,Kobrand,Château des Jacques 2016  Moulin-à-Vent,$29, Beaujolais,89,Moulin-à-Vent,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2016,Château des Jacques
222,13%,"Régnié, Beaujolais, France",750 ml,Red, France,3/1/2019,A long maceration of the grapes before fermentation has given this wine a solid structure and intensity. Its richness comes both from the ripe red fruits and the tannins. Acidity promises plenty of freshness as the wine ages.,Vieilles Vignes,Charles Neal Selections,Domaine de Colette 2017 Vieilles Vignes  (Régnié),$18, Beaujolais,89,Régnié,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Domaine de Colette
223,13%,"Fleurie, Beaujolais, France",750 ml,Red, France,3/1/2019,"While this wine is initially juicy, its structure shows later, coming from behind to give tannins and weight to the black-fruit flavors. It is now fully balanced, rich and fruity.",,Wine Universe Corp,Domaine de Leyre-Loup 2015  Fleurie,$20, Beaujolais,89,Fleurie,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2015,Domaine de Leyre-Loup
224,13%,"Côte de Brouilly, Beaujolais, France",750 ml,Red, France,3/1/2019,"The volcanic soil of Mont Brouilly has given a mineral edge to this structured wine from a seven-acre vineyard. Juicy berry flavors are still developing alongside the dry edge of tannins. It will become a spicy, fresh wine from 2020.",,Quintessential Wines,Domaine du Riaz 2017  Côte de Brouilly,$20, Beaujolais,89,Côte de Brouilly,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Domaine du Riaz
225,12.5%,"Chiroubles, Beaujolais, France",750 ml,Red, France,3/1/2019,"Fresh berry flavors and acidity give this wine a fruity side that contrasts with the tangy, mineral edge and structure. The extra altitude of Chiroubles vineyards shows in the crispness of the wine.",,L & L Imports,Domaine Méziat-Belouze 2017  Chiroubles,$20, Beaujolais,89,Chiroubles,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Domaine Méziat-Belouze
226,12.5%,"Côte de Brouilly, Beaujolais, France",750 ml,Red, France,3/1/2019,"Run by Katy and David Duthel, this estate's 60-year-old vines have produced this ripe but structured wine. It has good density, with a firm backdrop of tannins and acidity to balance the ripe berry fruits. Drink now.",,Schatzi Wines,Domaine Ruet 2016  Côte de Brouilly,$22, Beaujolais,89,Côte de Brouilly,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2016,Domaine Ruet
227,13.5%,"Brouilly, Beaujolais, France",750 ml,Red, France,3/1/2019,"Sixty-year-old vines provide an impressive legacy, giving this wine richness and a juicy black-fruit character. It has tannins, not overpowering but enough to power the wine to a rich future. Drink from late 2019.",Pierreux,Weygandt-Metzler,Domaines Chermette 2017 Pierreux  (Brouilly),$25, Beaujolais,89,Brouilly,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Domaines Chermette
228,12.5%,"Beaujolais-Villages, Beaujolais, France",750 ml,Red, France,3/1/2019,"From 70-year-old vines planted on a single parcel, this wine has richness and just the right amount of structure to sustain the ripe black fruits. The wine is all fruit, with a full aftertaste. Drink now.",Vignes de 1940,Elliott Bay Distributing Co,Jean-Michel Dupré 2017 Vignes de 1940  (Beaujolais-Villages),$16, Beaujolais,89,Beaujolais-Villages,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Jean-Michel Dupré
229,13%,"Morgon, Beaujolais, France",750 ml,Red, France,3/1/2019,"A crisp style of Morgon with tannins and a dense texture, this wine is ripe and powerful. The cherry flavors have considerable acidity and need to soften.",,Valkyrie Selections,Maison Rémy Passot et Fils 2017  Morgon,$20, Beaujolais,89,Morgon,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Maison Rémy Passot et Fils
230,13.5%,"Chénas, Beaujolais, France",750 ml,Red, France,3/1/2019,"Fine tannins support the rich black fruits of this wine. Solid and dense, it's full of dark berries, ripe tannins and good potential. Drink this full, firm wine from 2020.",Vieilles Vignes,DHI Selections,Château Bonnet 2016 Vieilles Vignes  (Chénas),$25, Beaujolais,89,Chénas,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2016,Château Bonnet
231,13%,"Fleurie, Beaujolais, France",750 ml,Red, France,3/1/2019,"This wine has structure and rich fruits, full of tannins as well as well as blackberry flavors. Still young and with plenty of time ahead of it, this wine from a 15-acre parcel within the Darroze estate will be ready from 2020.",,Quintessential Wines,Clos des Quatre Vents 2017  Fleurie,$24, Beaujolais,89,Fleurie,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Clos des Quatre Vents
232,14%,"Morgon, Beaujolais, France",750 ml,Red, France,3/1/2019,"Young vines are the backbone of this fruity, organically grown wine that offers red cherry and spice from wood aging. The wine is ripe, packed with fruitiness and smoky tannins. Drink from 2020.",Les Charmes,Vinea Imports,Domaine de la Bonne Tonne 2017 Les Charmes  (Morgon),$22, Beaujolais,89,Morgon,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Domaine de la Bonne Tonne
233,13%,"Fleurie, Beaujolais, France",750 ml,Red, France,3/1/2019,"Old vines planted on granite on the Darroze estate give this richly structured and dense wine. It has a layers of red-berry fruits, tannins and a youthful mineral texture. All these elements will come together over the next few months, so drink this wine after 2020.",,Quintessential Wines,Domaine des Quatre Vents 2017  Fleurie,$24, Beaujolais,89,Fleurie,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2017,Domaine des Quatre Vents
234,13%,"Fleurie, Beaujolais, France",750 ml,Red, France,3/1/2019,"This smooth wine from a ripe vintage is now mature. With a perfumed character as well as generous black fruits, it is open and rounded, with a crisp edge of acidity at the end. Drink now.",Les Garants Vieilles Vignes,Old Creek Imports,Domaine du Clos des Garands 2015 Les Garants Vieilles Vignes  (Fleurie),$22, Beaujolais,89,Fleurie,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Gamay,2015,Domaine du Clos des Garands
