,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
189,13.75%,"El Dorado, Sierra Foothills, California, US",750 ml,White, US,4/1/2018,"Far from simply fruity, this is a complex and sophisticated wine that shows how distinctive the grape variety can be. It relies on savory, minerally flavors that have wonderful subtlety and reserve. With each sip it settles a little deeper on the palate, lingering for a long finish buoyed by underlying acidity.",,,Lava Cap 2016 Viognier (El Dorado),$28, California,93, Sierra Foothills,Jim Gordon,@gordone_cellars,El Dorado,Not rated yet [Add Your Review],Viognier,2016,Lava Cap
190,14.2%,"El Dorado, Sierra Foothills, California, US",750 ml,White, US,4/1/2018,"In the opulent, concentrated school of thought this wonderful luxurious-tasting wine is shaped by very ripe fruit flavors and generous helpings of suave oak. Flavors run from marzipan to honeysuckle and poached pears, and a nicely viscous texture fills the mouth and helps the finish linger.",Estate,,Cedarville 2016 Estate Viognier (El Dorado),$23, California,92, Sierra Foothills,Jim Gordon,@gordone_cellars,El Dorado,Not rated yet [Add Your Review],Viognier,2016,Cedarville
191,14%,"Greyton, South Africa",750 ml,White, South Africa,4/1/2018,"Soft, toasty notes of apple skin, creamed melon and orange peel greet the nose and carry through to the medium-weight palate, where they're met with additional hints of melon rind and baking spice. A pithy texture lends length to the close. Drink now.",,Kysela Père et Fils,Lismore 2015 Viognier (Greyton),$48,Greyton,89,,Lauren Buzzeo,@laurbuzz,,Not rated yet [Add Your Review],Viognier,2015,Lismore
192,13.5%,"Lake County, Lake County, California, US",750 ml,White, US,4/1/2018,"This is a light, appetizing style of a sometimes heavy varietal. Unique citrus and pine aromas lead to juicy, fresh and tangy flavors that range from lemon to honeysuckle. On the palate it's crisp and clean, lightly fruity and refreshing.",,,Steele 2016 Viognier (Lake County),$19, California,89, Lake County,Jim Gordon,@gordone_cellars,Lake County,Not rated yet [Add Your Review],Viognier,2016,Steele
193,14.3%,"Fair Play, Sierra Foothills, California, US",750 ml,White, US,4/1/2018,"This wine oozes fresh fruity, floral aromas and has light bright flavors to match. Touches of honey and orange come out on the palate, where the texture feels just right between a touch of richness and liveliness.",,,Mount Aukum 2015 Viognier (Fair Play),$24, California,88, Sierra Foothills,Jim Gordon,@gordone_cellars,Fair Play,Not rated yet [Add Your Review],Viognier,2015,Mount Aukum
194,14%,"Monticello, Virginia, US",750 ml,White, US,4/1/2018,"The nose offers intense aromas of orange peel, dried apricot, marmalade and ginger, which carries to the palate along with fresh brioche. It feels creamy and round, with a supple body lending itself to a long, opulent finish.",Signature Series,,Keswick Vineyards 2015 Signature Series Viognier (Monticello),$40, Virginia,88,Monticello,Carrie Dykes,,,Not rated yet [Add Your Review],Viognier,2015,Keswick Vineyards
195,12.5%,"Maremma Toscana, Tuscany, Italy",750 ml,White, Italy,4/1/2018,"This opens with aromas of toasted oak, ripe apricot and butterscotch while the textured palate offers cedar, vanilla and lemon drop. It closes on a note of bitter almond.",,Votto Vines Importing,Villa Pinciana 2015 Viognier (Maremma Toscana),$45, Tuscany,87,Maremma Toscana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Viognier,2015,Villa Pinciana
196,13%,"Maremma Toscana, Tuscany, Italy",750 ml,White, Italy,4/1/2018,"Aromas of yellow peach, citrus and a whiff of almond carry over to the medium-bodied palate. Fresh acidity gives it a bright finish.",,Vino Veritas,Fattoria San Felo 2016 Viognier (Maremma Toscana),$40, Tuscany,87,Maremma Toscana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Viognier,2016,Fattoria San Felo
197,14%,"Walla Walla Valley (WA), Columbia Valley, Washington, US",750 ml,White, US,4/1/2018,"Unusual aromas of watermelon Jolly Rancher, lime zest and white flower are followed by light flower and peach flavors that finish tart. It doesn't all come together.",Eternal Sunshine Morrison Lane Vineyard,,Eternal 2016 Eternal Sunshine Morrison Lane Vineyard Viognier (Walla Walla Valley (WA)),$35, Washington,87, Columbia Valley,Sean P. Sullivan,@wawinereport,Walla Walla Valley (WA),Not rated yet [Add Your Review],Viognier,2016,Eternal
198,13.5%,"Galilee, Israel",750 ml,White, Israel,4/1/2018,"Aromas of clementine and juniper berry set the scene for flavors of apricot, white peach, and almond. Offering nice mouthfeel, this wine has a touch of almond blossom on the short finish.",Reserve,"Allied Importers, USA, Ltd",Dalton 2016 Reserve Viognier (Galilee),$18,Galilee,86,,Mike DeSimone,@worldwineguys,,Not rated yet [Add Your Review],Viognier,2016,Dalton
199,13.1%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,White, US,4/1/2018,"Aromas of watermelon Jolly Rancher, peach and flower are followed by broad honeysuckle and stone-fruit flavors. It doesn't all come together.",,,Watermill 2015 Viognier (Columbia Valley (WA)),$18, Washington,86, Columbia Valley,Sean P. Sullivan,@wawinereport,Columbia Valley (WA),Not rated yet [Add Your Review],Viognier,2015,Watermill
200,13.5%,"Virginia, Virginia, US",750 ml,White, US,4/1/2018,"This Viognier is bursting with passion fruit, honeydew, peach and elderflower aromas that carry right through to the palate. The mouthfeel is a little flimsy but there are great flavors here.",,,Sunset Hills 2016 Viognier (Virginia),$29, Virginia,86,Virginia,Carrie Dykes,,,Not rated yet [Add Your Review],Viognier,2016,Sunset Hills
201,14%,"Monticello, Virginia, US",750 ml,White, US,4/1/2018,"This wine shows mealy apple, margarine and nut aromas on the nose. The flavors are similar yet the mouthfeel is easy-going and pleasing.",Signature Series,,Keswick Vineyards 2016 Signature Series Viognier (Monticello),$40, Virginia,85,Monticello,Carrie Dykes,,,Not rated yet [Add Your Review],Viognier,2016,Keswick Vineyards
202,16.5%,"Applegate Valley, Southern Oregon, Oregon, US",750 ml,White, US,4/1/2018,"Viognier above 16% alcohol is really pushing the boundaries of ripeness, and it results in a rather flat-tasting wine with one-dimensional fruit flavors and nothing else. Peaches and melon, with a hint of citrus rind come through, but how do you match this to food?",,,Schmidt 2016 Viognier (Applegate Valley),$26, Oregon,85, Southern Oregon,Paul Gregutt,@paulgwine ,Applegate Valley,Not rated yet [Add Your Review],Viognier,2016,Schmidt
203,13%,"Umpqua Valley, Southern Oregon, Oregon, US",750 ml,White, US,4/1/2018,"Viognier can turn sharp and bitter, as it hints at here. The flavors emphasize green botanicals, lime skin and pith. It's definitely on the less-than-optimal side of ripe for this difficult grape.",,,Whitetail Ridge 2016 Viognier (Umpqua Valley),$21, Oregon,85, Southern Oregon,Paul Gregutt,@paulgwine ,Umpqua Valley,Not rated yet [Add Your Review],Viognier,2016,Whitetail Ridge
204,13%,"Condrieu, Rhône Valley, France",750 ml,White, France,3/1/2018,"Layers of spice, vanilla and toast are integrated from nose to palate in this elegant Condrieu. It's an unctuous, textured sip marked by silken waves of orange water, blossom and cream. The acidity is soft but lemony, lending freshness to a salty, savory hazelnut finish.",Clos Boucher,Maisons Marques & Domaines USA,Delas Frères 2016 Clos Boucher  (Condrieu),$80, Rhône Valley,93,Condrieu,Anna Lee C. Iijima,,,Not rated yet [Add Your Review],Viognier,2016,Delas Frères
205,13.5%,"Condrieu, Rhône Valley, France",750 ml,White, France,3/1/2018,"Invigorating freshness sets this impeccably balanced Viognier apart in a flight of peers. Crisp yellow peach, mango and orange flavors are pristine and cutting, accented by subtle vanilla, spice and marshmallow. It's primary and fruity without restraint, yet elegantly composed in heft and body.",,Craft + Estate–The Winebow Group,Château de Saint-Cosme 2014  Condrieu,$78, Rhône Valley,92,Condrieu,Anna Lee C. Iijima,,,Not rated yet [Add Your Review],Viognier,2014,Château de Saint-Cosme
206,13.1%,"Condrieu, Rhône Valley, France",750 ml,White, France,3/1/2018,"Pronounced earth tones on the first whiff dissipate with aeration to reveal a complex array of tropical fruit and floral aromas. Rich and broad on the palate, this wine offers a lavish concoction of sun-kissed tangerine, pineapple and peach flavors kissed with vanilla and spice. The finish is a touch warming but silken and expansive.",La Combe de Malleval,Robert Kacher Selections,Michel & Stéphane Ogier 2014 La Combe de Malleval  (Condrieu),$85, Rhône Valley,92,Condrieu,Anna Lee C. Iijima,,,Not rated yet [Add Your Review],Viognier,2014,Michel & Stéphane Ogier
207,13.5%,"Condrieu, Rhône Valley, France",750 ml,White, France,3/1/2018,Honeycomb and marzipan accent bright tangerine and peach flavors in this delectably silken sip. It's unctuous and plush in mouthfeel but balanced firmly with sunny citrus acidity and airy plumes of violet and honeysuckle florals.,,"Frederick Wildman & Sons, Ltd",Vidal-Fleury 2014  Condrieu,$78, Rhône Valley,92,Condrieu,Anna Lee C. Iijima,,,Not rated yet [Add Your Review],Viognier,2014,Vidal-Fleury
208,13.5%,"Condrieu, Rhône Valley, France",750 ml,White, France,3/1/2018,"Fresh, primary notes of peach and pear are lifted by lavish orange blossom and honeysuckle perfume. This warming, plush wine is full of vanilla, cream and custard but lemony acidity and delicate spice and smoke tones maintain the finesse.",Amour de Dieu,Palm Bay International,Jean-Luc Colombo 2014 Amour de Dieu  (Condrieu),$90, Rhône Valley,92,Condrieu,Anna Lee C. Iijima,,,Not rated yet [Add Your Review],Viognier,2014,Jean-Luc Colombo
209,13.5%,"Condrieu, Rhône Valley, France",750 ml,White, France,3/1/2018,"Whiffs of orange blossom, vanilla and toast mingle enticingly on this plump but elegantly balanced Viognier. Crisp tangerine and white-peach flavors lend freshness to the midpalate. The finish is long, marked by a swirl of vanilla cream that lingers richly.",La Galopine,Maisons Marques & Domaines USA,Delas Frères 2016 La Galopine  (Condrieu),$68, Rhône Valley,92,Condrieu,Anna Lee C. Iijima,,,Not rated yet [Add Your Review],Viognier,2016,Delas Frères
210,14%,"Condrieu, Rhône Valley, France",750 ml,White, France,3/1/2018,"Vanilla, honeysuckle and grapefruit are shaded in savory shades of earth, pollen and nuts in this creamy, full-bodied Viognier. It's a hefty, concentrated wine with soft acidity but hints of lemon and orange peel brighten a lingering finish.",Chéry,Kysela Père et Fils,Rémi Niero 2014 Chéry  (Condrieu),$88, Rhône Valley,92,Condrieu,Anna Lee C. Iijima,,,Not rated yet [Add Your Review],Viognier,2014,Rémi Niero
211,14.5%,"Yakima Valley, Columbia Valley, Washington, US",750 ml,White, US,3/1/2018,"The aromas are subdued for the variety but intriguing, with notes of pear, ginger, wet rock and peach, along with cinnamon and light barrel spices. The palate is considerably more forward, with abundant stone-fruit flavors that show concentration and richness along with a sense of restraint.",Lawrence Vineyard,,Charles Smith 2014 Lawrence Vineyard Viognier (Yakima Valley),$40, Washington,91, Columbia Valley,Sean P. Sullivan,@wawinereport,Yakima Valley,Not rated yet [Add Your Review],Viognier,2014,Charles Smith
212,14.5%,"Walla Walla Valley (WA), Columbia Valley, Washington, US",750 ml,White, US,3/1/2018,"The aromas explode with notes of honeysuckle, ripe peach, apricot and creamsicle. The flavors are supremely rich but also show a beautiful sense of delicacy along with a pronounced finish. It's full bore but delicious.",Powerline Vineyard,,K Vintners 2015 Powerline Vineyard Viognier (Walla Walla Valley (WA)),$45, Washington,91, Columbia Valley,Sean P. Sullivan,@wawinereport,Walla Walla Valley (WA),Not rated yet [Add Your Review],Viognier,2015,K Vintners
213,13%,"Condrieu, Rhône Valley, France",750 ml,White, France,3/1/2018,Veins of waxy orange and lemon peels freshen this full-bodied but lively Viognier. Vanilla bean and tangerine flavors are rich and silky on the palate accented by fragrant swirls of honeysuckle. The finish is a tad warming but lingers pleasantly.,Aphrodite,Saranty Imports,Maison Denuzière 2014 Aphrodite  (Condrieu),$60, Rhône Valley,90,Condrieu,Anna Lee C. Iijima,,,Not rated yet [Add Your Review],Viognier,2014,Maison Denuzière
214,13.5%,"Condrieu, Rhône Valley, France",750 ml,White, France,3/1/2018,"Four years after bottling, the vibrance of Viognier's characteristic honeysuckle and tropical fruit are waning here, but a fascinating transformation of earth, nut and spice is taking place. Full bodied and concentrated, the palate offers muted, dustier flavors of dried orange peel and apple shaded with hints of dried herb and bramble.",Les Vieilles Vignes,Robert Kacher Selections,Michel & Stéphane Ogier 2013 Les Vieilles Vignes  (Condrieu),$120, Rhône Valley,90,Condrieu,Anna Lee C. Iijima,,,Not rated yet [Add Your Review],Viognier,2013,Michel & Stéphane Ogier
215,13.8%,"Santa Clara Valley, Central Coast, California, US",750 ml,White, US,3/1/2018,"Tightly wound aromas of crisp Asian pear, pomelo pith and talcum show on the refreshing nose of this bottling. The palate is extremely grippy, fresh and texturally compelling, with racy flavors of grapefruit pith, Key lime rind and a hint of melon.",,,Lion Ranch 2016 Viognier (Santa Clara Valley),$25, California,90, Central Coast,Matt Kettmann,@mattkettmann,Santa Clara Valley,Not rated yet [Add Your Review],Viognier,2016,Lion Ranch
216,14.1%,"Templeton Gap District, Central Coast, California, US",750 ml,White, US,3/1/2018,"Bright aromas of melon, strawberry guava, lemon blossom, tuberose and ripe apples show on the nose of this bottling. The palate combines citrusy energy and decent tension with ripe pear and guava-cream flavors.",Broken Road,,Barton 2016 Broken Road Viognier (Templeton Gap District),$30, California,88, Central Coast,Matt Kettmann,@mattkettmann,Templeton Gap District,Not rated yet [Add Your Review],Viognier,2016,Barton
217,14.1%,"Santa Barbara County, Central Coast, California, US",750 ml,White, US,3/1/2018,"Broad aromas of honeydew, tuberose and guava prove quite floral and tropical, and there is a chalky backbone providing aromatic structure. Crisp, clean flavors of Juicy Fruit gum show on the palate.",,,D'Alfonso-Curran 2016 Viognier (Santa Barbara County),$32, California,88, Central Coast,Matt Kettmann,@mattkettmann,Santa Barbara County,Not rated yet [Add Your Review],Viognier,2016,D'Alfonso-Curran
218,13.5%,"Santa Maria Valley, Central Coast, California, US",750 ml,White, US,2/1/2018,"Very chalky, tightly wound and mineral-driven on the nose, this expertly restrained bottling also shows Key lime, slight white peach and a whiff of daffodil on the nose. Zippy as can be on the sip, flavors of lime and pink lemon are overshadowed by chalky tensions and limestone flavors, much like licking a white rock.",Bien Nacido Vineyard,,Jaffurs 2016 Bien Nacido Vineyard Viognier (Santa Maria Valley),$27, California,92, Central Coast,Matt Kettmann,@mattkettmann,Santa Maria Valley,Not rated yet [Add Your Review],Viognier,2016,Jaffurs
219,13.5%,"Rogue Valley, Southern Oregon, Oregon, US",750 ml,White, US,2/1/2018,"Deftly handled, this wine sidesteps the variety's characteristic heat and bitterness. Instead, it's loaded with spicy, gin-like botanical highlights and juicy, fresh lime and citrus fruit.",Sundown Vineyard,,Dobbes Family Estate 2016 Sundown Vineyard Viognier (Rogue Valley),$26, Oregon,90, Southern Oregon,Paul Gregutt,@paulgwine ,Rogue Valley,Not rated yet [Add Your Review],Viognier,2016,Dobbes Family Estate
220,13.8%,"El Pomar District, Central Coast, California, US",750 ml,White, US,2/1/2018,"Fairly reserved on the nose, this bottling offers Condrieu-esque aromas of honeydew candy and creamy tropical fruits without going overripe. There's a citrusy, Key lime freshness at the tip of the sip, and then come more plush flavors of nectarine in the midpalate, finishing with a creamy texture.",,,Pomar Junction 2016 Viognier (El Pomar District),$28, California,89, Central Coast,Matt Kettmann,@mattkettmann,El Pomar District,Not rated yet [Add Your Review],Viognier,2016,Pomar Junction
221,13%,"Applegate Valley, Southern Oregon, Oregon, US",750 ml,White, US,2/1/2018,"This cool, aromatic, low-alcohol Viognier shows citrus rind and botanical scents. Lime flesh and skin flavors come through, with a core of green apple fruit. It's just underripe but well made and drinking nicely.",Steelhead Run Vineyard,,Iris Vineyards 2016 Steelhead Run Vineyard Viognier (Applegate Valley),$26, Oregon,88, Southern Oregon,Paul Gregutt,@paulgwine ,Applegate Valley,Not rated yet [Add Your Review],Viognier,2016,Iris Vineyards
222,14%,"Rogue Valley, Southern Oregon, Oregon, US",750 ml,White, US,2/1/2018,"Viognier has a real chance to shine in southern Oregon, and this is proof positive. Citrus zest and lemon oil notes accent its lush orange fruit, with a hint of baby aspirin. The finish keeps the grape's propensity to turn hot and bitter in check.",,,Weisinger 2015 Viognier (Rogue Valley),$22, Oregon,88, Southern Oregon,Paul Gregutt,@paulgwine ,Rogue Valley,Not rated yet [Add Your Review],Viognier,2015,Weisinger
223,9.5%,"Horse Heaven Hills, Columbia Valley, Washington, US",750 ml,Dessert, US,2/1/2018,"This wine's aroma brings light notes of honey, brown sugar and herb. The flavors are sweet and elegant. It's a light, pleasing affair.",The Reserve Late Harvest,,14 Hands 2016 The Reserve Late Harvest Viognier (Horse Heaven Hills),$22, Washington,88, Columbia Valley,Sean P. Sullivan,@wawinereport,Horse Heaven Hills,Not rated yet [Add Your Review],Viognier,2016,14 Hands
224,11%,"Yakima Valley, Columbia Valley, Washington, US",375 ml,Dessert, US,2/1/2018,"Brown sugar, flower, pineapple and sugared peach aromas lead to sweet, elegant fruit flavors in this wine. There's some intrigue, but it doesn't all come together.",The Parting Glass Outlook Vineyard Cordon Cut,,Owen Roe 2015 The Parting Glass Outlook Vineyard Cordon Cut Viognier (Yakima Valley),$24, Washington,88, Columbia Valley,Sean P. Sullivan,@wawinereport,Yakima Valley,Not rated yet [Add Your Review],Viognier,2015,Owen Roe
225,13.9%,"Temecula Valley, South Coast, California, US",750 ml,White, US,2/1/2018,"Clean if rather ripe aromas of peach, bubblegum and banana show on the nose of this bottling, which displays expert restraint from a warm region for an often blousy variety. There's a rich custardy touch at first on the sip, with plumeria and guava flavors, but then the chalky texture reins it back.",,,Falkner 2016 Viognier (Temecula Valley),$29, California,88, South Coast,Matt Kettmann,@mattkettmann,Temecula Valley,Not rated yet [Add Your Review],Viognier,2016,Falkner
226,14.4%,"Paso Robles, Central Coast, California, US",750 ml,White, US,2/1/2018,"Relatively light and delicate on the nose, this bottling shows chalk, ripe pear and the unmistakable aroma of banana-flavored Now & Laters candy. The palate is tightly wound yet tropical, with papaya, mango and ripe peach flavors, each more expressive as the wine warms.",Summer Satine,,LXV 2016 Summer Satine Viognier (Paso Robles),$35, California,88, Central Coast,Matt Kettmann,@mattkettmann,Paso Robles,Not rated yet [Add Your Review],Viognier,2016,LXV
227,13.2%,"Umpqua Valley, Southern Oregon, Oregon, US",750 ml,White, US,2/1/2018,"This was harvested at low brix and fermented principally in French oak. It's a soft, floral take on Viognier, with scents and flavors that suggest baby powder. Because of its Meyer lemon and other candied citrus notes, odds are either a small amount of Gewürztraminer was blended in or some residual sugar remains, though neither is indicated. Drink now and over the next two to three years.",,,Reustle 2016 Viognier (Umpqua Valley),$27, Oregon,87, Southern Oregon,Paul Gregutt,@paulgwine ,Umpqua Valley,Not rated yet [Add Your Review],Viognier,2016,Reustle
228,14%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,White, US,2/1/2018,"This wine's peach Jolly Rancher and white flower aromas lead to lightly sprizty, off-dry stone fruit flavors. It shows a good bit of heat on the finish, throwing the balance out of whack.",,,Maryhill 2016 Viognier (Columbia Valley (WA)),$16, Washington,84, Columbia Valley,Sean P. Sullivan,@wawinereport,Columbia Valley (WA),Not rated yet [Add Your Review],Viognier,2016,Maryhill
229,14.1%,"Bennett Valley, Sonoma, California, US",750 ml,White, US,12/31/2017,"Fragrant, floral and pretty in every way, this wine is also meaty in intense texture and beauty, with a bold beguiling entry that mellows on the midpalate. Balanced acidity supports notes of honey, honeysuckle and pear, with a bite of green apple on the finish.",,,Flanagan 2016 Viognier (Bennett Valley),$55, California,92, Sonoma,Virginie Boone,@vboone,Bennett Valley,Not rated yet [Add Your Review],Viognier,2016,Flanagan
230,14.6%,"Lodi, Central Valley, California, US",750 ml,White, US,12/31/2017,"Aromatic fruit and floral notes join delicious honeydew melon flavors as this full-bodied wine wraps around the tongue, leaving a soft smooth impression and lingering on the finish. Very good concentration, layers of flavor and that lasting finish lift this wine above the ordinary.",Abroachment,,Workman Ayer 2015 Abroachment Viognier (Lodi),$18, California,91, Central Valley,Jim Gordon,@gordone_cellars,Lodi,Not rated yet [Add Your Review],Viognier,2015,Workman Ayer
231,14.2%,"Santa Ynez Valley, Central Coast, California, US",750 ml,White, US,12/31/2017,"Rich but not overly tropical on the nose, this bottling shows buttered nectarine and a touch of honeydew on the nose. The palate is expertly wound up, with bright tangerine, ripe melon and creamy cherimoya, all reined in by a wet cement-like texture.",Estate,,Zaca Mesa 2015 Estate Viognier (Santa Ynez Valley),$20, California,91, Central Coast,Matt Kettmann,@mattkettmann,Santa Ynez Valley,Not rated yet [Add Your Review],Viognier,2015,Zaca Mesa
232,14.1%,"Central Coast, Central Coast, California, US",750 ml,White, US,12/31/2017,"Very light in color, this bottling offers tight, bright and plump aromas of peach and lime pith. Lime candy and citrus pop on the palate, giving life to ripe Asian pear flavors that ride a grippy texture all the way into the finish.",Ipso Facto,,Workman Ayer 2016 Ipso Facto Viognier (Central Coast),$24, California,90, Central Coast,Matt Kettmann,@mattkettmann,Central Coast,Not rated yet [Add Your Review],Viognier,2016,Workman Ayer
233,13.5%,"Santa Barbara County, Central Coast, California, US",750 ml,White, US,12/31/2017,"Intriguing aromas of earth, roasted almonds, beeswax and ghee prove almost mead-like on the nose of this twist-top single-vineyard bottling by Larry Schaffer. The tightly wound palate is more restrained and familiar for the variety, offering honeyed pear and citrus peel flavors.",White Hawk Vineyard,,Tercero 2014 White Hawk Vineyard Viognier (Santa Barbara County),$30, California,90, Central Coast,Matt Kettmann,@mattkettmann,Santa Barbara County,Not rated yet [Add Your Review],Viognier,2014,Tercero
234,14%,"Alentejano, Portugal",750 ml,White, Portugal,12/31/2017,"The wine is soft, rich, and full of generous yellow fruits that are layered with wood. It is spicy and ripe, with acidity to match the generous opulent fruits. Delicious, rich and full bodied, the wine is ready to drink.",Amantis Reserva,MS Walker,Dona Maria-Júlio Bastos 2014 Amantis Reserva Viognier (Alentejano),$23,Alentejano,89,,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Viognier,2014,Dona Maria-Júlio Bastos
235,13.5%,"Virginia, Virginia, US",750 ml,White, US,12/31/2017,"White blossoms and wet stone softly caress on the nose. The flavors are layered and compelling, starting on crisp green apple, honeydew melon and peach, folding into complexities of crushed stone, fennel and pollen. Well-balanced, fresh acidity and ample body lend to a long, evolving finish.",Reserve,,Barboursville Vineyards 2015 Reserve Viognier (Virginia),$22, Virginia,88,Virginia,Carrie Dykes,,,Not rated yet [Add Your Review],Viognier,2015,Barboursville Vineyards
236,14.9%,"Paso Robles, Central Coast, California, US",750 ml,White, US,12/31/2017,"From one of the Riboli family's new estate vineyards, this bottling is a clean but quite ripe style of Viognier, with blousy aromas of tuberose, coconut and guava. It's tighter on the palate, with honeydew, key lime and guava sorbet flavors.",Stefano Vineyard,,San Simeon 2016 Stefano Vineyard Viognier (Paso Robles),$20, California,88, Central Coast,Matt Kettmann,@mattkettmann,Paso Robles,Not rated yet [Add Your Review],Viognier,2016,San Simeon
237,14.12%,"Livermore Valley, Central Coast, California, US",750 ml,White, US,12/31/2017,"A hint of pink in the color and effusive floral and honey flavors make this richly textured and unbaked wine stand out. It has ripe pear, jasmine and melon nuances and an almost thick mouth feel.",Kristen's,,Rock Wall 2016 Kristen's Viognier (Livermore Valley),$18, California,88, Central Coast,Jim Gordon,@gordone_cellars,Livermore Valley,Not rated yet [Add Your Review],Viognier,2016,Rock Wall
238,13.8%,"Lake County, Lake County, California, US",750 ml,White, US,12/31/2017,A pronounced herb and spice aroma continues in the flavors of this full-bodied and mouth-filling wine. It has a soothing viscosity that carries the spicy grassy notes in a harmonious way.,,,Mt. Konocti Winery 2016 Viognier (Lake County),$22, California,88, Lake County,Jim Gordon,@gordone_cellars,Lake County,Not rated yet [Add Your Review],Viognier,2016,Mt. Konocti Winery
239,14.5%,"Upper Galilee, Israel",750 ml,White, Israel,12/31/2017,"This wine offers clean aromas of freshly-peeled clementine. Flavors of white peach, apricot, quince and a pleasing bouquet of flowers offer a nice interplay on the tongue, with smooth tannins that continue into the slightly chalky finish.",Yiron Vineyard,"Yarden Wines, Inc",Galil Mountain 2014 Yiron Vineyard Viognier (Upper Galilee),$18,Upper Galilee,87,,Mike DeSimone,@worldwineguys,,Not rated yet [Add Your Review],Viognier,2014,Galil Mountain
240,14%,"Colchagua Valley, Chile",750 ml,White, Chile,12/31/2017,"Varietally correct aromas of cured ham, honeysuckle blossom and orange peel are fair and solid. This is a bit flat in feel, without much zest or snap. Flavors of green banana and lightly bitter green fruits fall off quickly on the finish.",Special Reserve,Kysela Père et Fils,Siegel 2016 Special Reserve Viognier (Colchagua Valley),$15,Colchagua Valley,86,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Viognier,2016,Siegel
241,14%,"Applegate Valley, Southern Oregon, Oregon, US",750 ml,White, US,12/1/2017,"These biodynamic grapes, fermented with native yeasts, spent three months in 40% new French oak. It's built like a precision watch, ticking off complete and balanced varietal flavors of citrus rind and juice, with light touches of fresh herb, lemon verbena and a delicate hint of vanilla.",Reserve,,Cowhorn 2015 Reserve Viognier (Applegate Valley),$50, Oregon,93, Southern Oregon,Paul Gregutt,@paulgwine ,Applegate Valley,Not rated yet [Add Your Review],Viognier,2015,Cowhorn
242,13.7%,"Fiddletown, Sierra Foothills, California, US",750 ml,White, US,12/1/2017,"Concentrated and rich in flavor and creamy in texture, this wine has a big profile without seeming overtly fruity or oaky. The mouthfeel is lush, broad and quietly powerful, while subtle pear and marzipan flavors coat the palate and linger on the finish. It makes a grand impression and is “meaty” enough to serve with poultry or even beef. Winemaker Tracy Hart used no oak or stainless steel, fermenting and aging the wine in food-grade polyethylene FlexTanks.",Estate,,Le Mulet Rouge 2016 Estate Viognier (Fiddletown),$23, California,92, Sierra Foothills,Jim Gordon,@gordone_cellars,Fiddletown,Not rated yet [Add Your Review],Viognier,2016,Le Mulet Rouge
243,13.9%,"Lodi, Central Valley, California, US",750 ml,White, US,12/1/2017,"Apricot, peach, orange blossom and honey flavors all come together in this ultrasmooth, ripe but well-balanced wine. Zingy acidity blends with the rich fruitiness to keep it lively and refreshing, even while the viscosity coats the palate.",,,Paskett 2016 Viognier (Lodi),$27, California,91, Central Valley,Jim Gordon,@gordone_cellars,Lodi,Not rated yet [Add Your Review],Viognier,2016,Paskett
244,14.3%,"El Dorado, Sierra Foothills, California, US",750 ml,White, US,12/1/2017,"This is a luscious wine with a smooth and hearty mouthfeel, ample ripe fruit reminiscent of pears and white peaches, and vanilla and honey accents on both the nose and palate. Fermented in neutral barrels, it doesn't have oaky flavors but feels soft in acidity and seems to melt in the mouth.",Estate,,Cedarville 2015 Estate Viognier (El Dorado),$22, California,91, Sierra Foothills,Jim Gordon,@gordone_cellars,El Dorado,Not rated yet [Add Your Review],Viognier,2015,Cedarville
245,14.5%,"Paso Robles, Central Coast, California, US",750 ml,White, US,12/1/2017,"This wine's clean lines of honey, chamomile, Gala apple and ripe Asian pear grow more tropical the longer it breathes. Its medley of flavors includes candied lemon, white peach syrup and melon, but a honey-laced chamomile tea note comes out strongest.",Concrete Blanc,,Peachy Canyon 2016 Concrete Blanc Viognier (Paso Robles),$26, California,89, Central Coast,Matt Kettmann,@mattkettmann,Paso Robles,Not rated yet [Add Your Review],Viognier,2016,Peachy Canyon
246,13.8%,"Fair Play, Sierra Foothills, California, US",750 ml,White, US,12/1/2017,"Lighter and livelier than typical California Viognier, this has crisp apple and citrus aromas, nicely tangy fruit flavors and relatively light body. It feels juicy but lean rather than rich, in a refreshing alternative style.",,,Feist 2016 Viognier (Fair Play),$24, California,89, Sierra Foothills,Jim Gordon,@gordone_cellars,Fair Play,Not rated yet [Add Your Review],Viognier,2016,Feist
247,15.5%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,White, US,12/1/2017,"Aromas of butterscotch, pear, peach, flowers and spice are followed by full-bodied stone-fruit flavors. It brings a fair amount of heat along with it but is certainly varietally correct.",ICON,,Waterbrook 2016 ICON Viognier (Columbia Valley (WA)),$25, Washington,87, Columbia Valley,Sean P. Sullivan,@wawinereport,Columbia Valley (WA),Not rated yet [Add Your Review],Viognier,2016,Waterbrook
