,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
665,12.5%,"Kamptal, Austria",750 ml,White, Austria,9/1/2016,"Pear and savory soy notes take turns to shine. The palate is invigorated by a zesty lime freshness and has a slight touch of fizz. The herbal soy spice adds even more interest to this refreshing, clean-cut wine.",Langenlois,Craft + Estate–The Winebow Group,Loimer 2015 Langenlois Grüner Veltliner (Kamptal),$20,Kamptal,90,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Loimer
666,12.5%,"Kamptal, Austria",750 ml,White, Austria,9/1/2016,"Pear freshness, yeasty savor and citrus zip combine on the palate of this easy-drinking, fresh and enlivening Grüner. There is an earthy, sonorous note at the core that balances the airy freshness.",Friendly,Folio Fine Wine Partners,Laurenz V. 2014 Friendly Grüner Veltliner (Kamptal),$20,Kamptal,90,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2014,Laurenz V.
667,13%,"Weinviertel, Austria",750 ml,White, Austria,9/1/2016,"Ripe, almost tropical fruit notes appear: pineapple and orange zest are tempered by peppery yeastiness which becomes stronger and more expressive and textured on the palate. A phenolic backbone provides structure alongside zesty freshness. This packs a real punch.",Tradition Reserve,Massanois Imports,Dürnberg 2015 Tradition Reserve Grüner Veltliner (Weinviertel),$20,Weinviertel,90,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Dürnberg
668,12%,"Kremstal, Austria",750 ml,White, Austria,9/1/2016,"Lifted pear-drop aromas are accompanied by the peppery green of watercress and arugula. The concentrated palate is grounded by earthy, savory yeast notes and framed by fresh lime peel. There is a dollop of riper pear fruit at the core, shining and shimmering with added charm.",Per Due,Boutique Wine Collection,Hermann Moser 2015 Per Due Grüner Veltliner (Kremstal),$15,Kremstal,90,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Hermann Moser
669,12.5%,"Weinviertel, Austria",750 ml,White, Austria,9/1/2016,"There is an earthy aspect to the yeasty flavors on the nose. The palate counters this with pure, streamlined lemon freshness and the very slightest of spritz. Very refreshing and wonderfully clean-cut citrus notes on a slender, zippy body.",,Circo Vino,Ingrid Groiss 2015 Grüner Veltliner (Weinviertel),$18,Weinviertel,90,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Ingrid Groiss
670,13.5%,"Niederösterreich, Austria",750 ml,White, Austria,9/1/2016,"Bundled, firm notes of green pear convince right from the start. The exuberant but crisp fruit comes on a taut but dense palate that also fizzes with peppery, herbal savor. This crisp, slender wine echoes long.",Edition Chremisa Sandgrube 13,Saranty Imports,Winzer Krems 2015 Edition Chremisa Sandgrube 13 Grüner Veltliner (Niederösterreich),$20,Niederösterreich,90,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Winzer Krems
671,12.5%,"Wachau, Austria",750 ml,White, Austria,9/1/2016,"Ripe notes of yellow pear are rounded with creamy notes of yeast. There are overtones of dried hayflowers and fresh, green spring meadows. The palate comes together around a vein of zesty, enlivening lime freshness and leaves a clean, mouthwatering finish.",Liebenberg Federspiel,Vin Divino,Domäne Wachau 2015 Liebenberg Federspiel Grüner Veltliner (Wachau),$25,Wachau,90,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Domäne Wachau
672,12.5%,"Kremstal, Austria",750 ml,White, Austria,9/1/2016,Unusual hints of mango hint at very ripe fruit. The slender palate counters this aromatic abundance with tenderly fresh notes of lemon zest and wood sorrel. The result is both delicious and refreshing.,Neuberg,"Frederick Wildman & Sons, Ltd",Forstreiter 2015 Neuberg Grüner Veltliner (Kremstal),$13,Kremstal,90,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Forstreiter
673,12.5%,"Wachau, Austria",750 ml,White, Austria,9/1/2016,"Lime zest, the freshly peeled skin of Conference pears and crushed watercress make for an intensely fresh trio of flavors. This is zesty and concentrated, sleek and refreshing on a linear, slender but concentrated palate.",Süssenberg Federspiel,"Slocum & Sons, Inc",Eder 2015 Süssenberg Federspiel Grüner Veltliner (Wachau),$22,Wachau,90,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Eder
674,13%,"Niederösterreich, Austria",750 ml,White, Austria,9/1/2016,"Fresh, even vigorous pear and lemon zest notes make a promising opening. The palate is light but has a concentrated, almost fizzing core of peppery, citrussy freshness and delivers lots of verve. This is a collaborative effort between a German star chef and an Austrian winemaker to celebrate this variety's endless versatility with imaginative cooking. I think they've done themselves justice.",Edition Witzigmann,Balanced Wine Selections LLC,Türk 2015 Edition Witzigmann Grüner Veltliner (Niederösterreich),$17,Niederösterreich,90,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Türk
675,12%,"Kamptal, Austria",750 ml,White, Austria,9/1/2016,"A rather closed nose gives way to a very light-bodied, lime-zest scented and pure palate that boasts the slightest shimmer of pepperiness and enhances its light-footed, barely-there credentials with the tiniest hint of fizz. If you like it light, clean and yet flavorful, this is for you.",Langenlois,Vance Vine Selection,Weszeli 2015 Langenlois Grüner Veltliner (Kamptal),$18,Kamptal,90,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Weszeli
676,12%,"Kamptal, Austria",750 ml,White, Austria,9/1/2016,"A rather closed nose gives way to a very light-bodied, lime-zest scented and pure palate that boasts the slightest shimmer of pepperiness and enhances its light-footed, barely-there credentials with the tiniest hint of fizz. If you like it light, clean and yet flavorful, this is for you.",Langenlois,Vance Vine Selection,Weszeli 2015 Langenlois Grüner Veltliner (Kamptal),$18,Kamptal,90,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Weszeli
677,12.5%,"Weinviertel, Austria",750 ml,White, Austria,9/1/2016,"Ferns, yeast and citrus come together in an appetizing trio of flavor. The palate is fluid and slightly rounded, but still light. There is a zesty, phenolic texture and lots of freshness on the concentrated palate. The finish is clean-cut and lip-smacking.",Bisamberg-Kreuzenstein,"Skurnik Wines, Inc",Schwarzböck 2015 Bisamberg-Kreuzenstein Grüner Veltliner (Weinviertel),$15,Weinviertel,90,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Schwarzböck
678,12.5%,"Niederösterreich, Austria",750 ml,White, Austria,9/1/2016,"Tender, friendly hints of juicy pear beckon. The palate follows with more oomph and lots of lemon freshness. There is a lovely textural element to the crisp midpalate and edges of peppery herbs everywhere that haunt you long after the lip-smacking finish.",Lion,Schatzi Wines,Sohm & Kracher 2015 Lion Grüner Veltliner (Niederösterreich),$24,Niederösterreich,90,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Sohm & Kracher
679,13%,"Kamptal, Austria",750 ml,White, Austria,9/1/2016,A fresh peachy note on the nose carries a tinge of earthy yeast and savoriness. The palate offers zesty concentration and more of that textured yeasty soy spice. This is fresh but rounded and shows ample backbone on its concentrated palate.,Charming Reserve,Folio Fine Wine Partners,Laurenz V. 2014 Charming Reserve Grüner Veltliner (Kamptal),$30,Kamptal,90,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2014,Laurenz V.
680,12.5%,"Wagram, Austria",750 ml,White, Austria,9/1/2016,"The nose just hints at green pear but the palate unfolds with quite some power: there is ripe lemon zest, a phenolic midpalate with textured, peppery citrus notes, the rough but ripe peel of Boc pear and quite a bit of heat on the finish. Lemon lingers long.",Fass 4,"Skurnik Wines, Inc",Bernhard Ott 2015 Fass 4 Grüner Veltliner (Wagram),$32,Wagram,90,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Bernhard Ott
681,12.5%,"Carnuntum, Austria",750 ml,White, Austria,9/1/2016,"Beautifully ripe notes of yellow pear, even floral overtones, dance above the glass. The palate unfolds in the same friendly, floral, light-footed fashion. Lightness, freshness and flavor are all reminiscent of a flower meadow in spring. A lovely, delicate wine with well-hidden depth.",Klassik,Vintage Epicure,Artner 2015 Klassik Grüner Veltliner (Carnuntum),$13,Carnuntum,90,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Artner
682,12%,"Kremstal, Austria",750 ml,White, Austria,9/1/2016,"A flinty, savory whiff is all that you can sniff right now. The palate follows this with bracing, clean-cut freshness and energetic, linear drive of zesty freshness and the merest suggestion of Conference pear. The aftertaste is surprisingly lasting for such a light-bodied wine.",Furth-Palt,Circo Vino,Malat 2015 Furth-Palt Grüner Veltliner (Kremstal),$19,Kremstal,90,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Malat
683,13%,"Niederösterreich, Austria",750 ml,White, Austria,9/1/2016,"Very appetizing notes of crunchy red apple and ripe, juicy pear dominate this very fruit-driven, fun and zippy Grüner. It is light bodied, dry and crisp and far too easy to drink. Bring on summer.",,World Wine Headquarters,Graf Hardegg 2015 Grüner Veltliner (Niederösterreich),$18,Niederösterreich,89,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Graf Hardegg
684,12.5%,"Weinviertel, Austria",750 ml,White, Austria,9/1/2016,"Fresh pear notes mix with creamy hints of white flowers, there's a little pear drop, too. The palate is zesty and fresh, light and comes with the slightest, refreshing fizziness. This is light, easy and fun.",,August Wine Group,Weingut Frank 2015 Grüner Veltliner (Weinviertel),$15,Weinviertel,89,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Weingut Frank
685,11%,"Niederösterreich, Austria",750 ml,White, Austria,9/1/2016,"Notes of red apple and herbal savor lead to an even fruitier, fresh palate of easy lightness. This is all about that fresh, ripe apple flavor in all its honest, fresh-faced appeal. Daringly off dry, the merest suggestion of sweetness boosts all the delicious apple notes and makes this very, very fruity. Drink soon.",Forbidden,Folio Fine Wine Partners,Laurenz V. 2015 Forbidden Grüner Veltliner (Niederösterreich),$20,Niederösterreich,89,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Laurenz V.
686,12.5%,"Weinviertel, Austria",750 ml,White, Austria,9/1/2016,"Fresh green and red apples on nose and palate make for a light-bodied, fruity but fresh wine that has all the makings of a summer sip: lightness, dryness and tons of citrus freshness. Easy but huge fun.",Steinberg,"Winesellers, Ltd",Pratsch 2015 Steinberg Grüner Veltliner (Weinviertel),$24,Weinviertel,89,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Pratsch
687,12%,"Kamptal, Austria",750 ml,White, Austria,9/1/2016,"Savory notes of yeast and miso hover over the glass. The palate is of a transparent lightness, just tinged with lemon freshness and that yeasty overtone which becomes more apparent and central on the finish.",Kammern,"Skurnik Wines, Inc",Hirsch 2015 Kammern Grüner Veltliner (Kamptal),$30,Kamptal,89,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Hirsch
688,13%,"Burgenland, Austria",750 ml,White, Austria,9/1/2016,"Ripe, juicy pear notes make nose and palate immensely appetizing. They are highlighted by zippy, fresh lemon accents that create a lovely balance on this fun, fresh summer wine.",,USA Wine Imports,Höpler 2015 Grüner Veltliner (Burgenland),$11,Burgenland,89,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Höpler
689,12%,"Wagram, Austria",750 ml,White, Austria,9/1/2016,"The nose gives little away. The palate shows slight fizz and a slightly bitter but pleasant phenolic edge. There is zesty freshness, some concentration and clean finish.",Von den Terrassen,David Bowler Wine,Josef Ehmoser 2015 Von den Terrassen Grüner Veltliner (Wagram),$18,Wagram,89,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Josef Ehmoser
690,12%,"Niederösterreich, Austria",750 ml,White, Austria,9/1/2016,"Exquisitely ripe Mirabelle plums on the nose are joined by crisp, green Conference pear on the palate and make for a wonderfully appetizing contrast. The finish is clean. This is probably exactly the sort of easy-drinking Grüner that inspired Austria's epic wine songs.",Veltliner,"Winesellers, Ltd",Pratsch 2015 Veltliner Grüner Veltliner (Niederösterreich),$20,Niederösterreich,89,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Pratsch
691,13%,"Weinviertel, Austria",750 ml,White, Austria,9/1/2016,"There is a savory, fragrant, mossy greenness that draws you in. On the concentrated palate, this becomes more distinct as the peel of Bosc pear and crushed arugula emerge. Lime zestiness comes with a slightly warm finish.",Kittl,Vignaioli Selection,Kohl 2015 Kittl Grüner Veltliner (Weinviertel),$23,Weinviertel,89,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Kohl
692,12.5%,"Kremstal, Austria",750 ml,White, Austria,9/1/2016,"An earthy hint colors the pear notes which on the palate acquire a fresh, almost floral quality. The earthy tone of yeast and miso provides a counterpoint to the zesty, lime-peel freshness. The finish is clean-cut and very refreshing.",Crazy Creatures,Circo Vino,Malat 2015 Crazy Creatures Grüner Veltliner (Kremstal),$17,Kremstal,89,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Malat
693,12.5%,"Wagram, Austria",750 ml,White, Austria,9/1/2016,"Earthy, savory notes of yeast and miso swing alongside the green pear flavors. There is spice and concentration on the midpalate and some tingling pepper spice.",Altweingarten,Grape Expectations (CA),Eschenhof Holzer 2015 Altweingarten Grüner Veltliner (Wagram),$12,Wagram,88,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Eschenhof Holzer
694,12%,"Austria, Austria",1 L,White, Austria,9/1/2016,"Slight notes of freshly cut green pear give a fresh, slightly aromatic lift to a rather neutral but very fresh and green white wine. The palate, again, has a peppery aromatic edge despite its lightness. Ultraclean and wonderfully crisp.",,Vintage Epicure,Artner NV Grüner Veltliner (Austria),$13,Austria,88,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,,Artner
695,12.5%,"Niederösterreich, Austria",750 ml,White, Austria,9/1/2016,"Fresh and zippy Grüner bursting with white pepper, arugula and lime zest on its very slender, crisp palate. This is easy but super fresh and almost has a cleansing effect.",GV,Saranty Imports,Winzer Krems 2015 GV Grüner Veltliner (Niederösterreich),$13,Niederösterreich,88,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Winzer Krems
696,12%,"Niederösterreich, Austria",750 ml,White, Austria,9/1/2016,"Tender, fresh notes of arugula, green pear and grapefruit on the nose acquire a creamier, softer aspect on the fresh, slender but very pliable and fruity body. Easy to drink and easy to like.",Löss,"Skurnik Wines, Inc",Hiedler 2015 Löss Grüner Veltliner (Niederösterreich),$20,Niederösterreich,88,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Hiedler
697,12.5%,"Niederösterreich, Austria",1 L,White, Austria,9/1/2016,"The lively spice notes on the nose of this zippy, easy and fresh Grüner fully do justice to the variety's nickname 'Pfefferl', meaning little peppery one. The palate is light and brimming with citrus-scented crispness. Drink soon—preferably on a languorous hot afternoon.",,Winemonger,Weingut Etz 2015 Grüner Veltliner (Niederösterreich),$14,Niederösterreich,88,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Weingut Etz
698,13.5%,"Niederösterreich, Austria",750 ml,White, Austria,9/1/2016,"Lifted lemony flavors signal a fresh wine. The palate, in contrast, has more rounded, fluid notes and a core of freshness with a distinct hint of alcoholic heat on the finish.",Vom Schloss,World Wine Headquarters,Graf Hardegg 2015 Vom Schloss Grüner Veltliner (Niederösterreich),$25,Niederösterreich,88,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Graf Hardegg
699,12%,"Niederösterreich, Austria",750 ml,White, Austria,9/1/2016,"Fresh, pliable, slightly pear and apple scented and dry—what's not to like? This does not make any demands on you and is a marvel of versatility, also implying lots of fun and freshness. Easy-drinking, dry Grüner with a wonderfully appley finish.",Singing Laurenz V. und Sophie,Folio Fine Wine Partners,Laurenz V. 2015 Singing Laurenz V. und Sophie Grüner Veltliner (Niederösterreich),$16,Niederösterreich,88,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Laurenz V.
700,12%,"Niederösterreich, Austria",1 L,White, Austria,9/1/2016,"The nose gives nothing away apart from the slightest lemon zest flavors. The palate, also rather neutral but very crisp, has the same slight touch of lemon freshness but shows lots of energy on its dry, slimline body. Perfect, easy-drinking party wine.",,"Winesellers, Ltd",Pratsch 2015 Grüner Veltliner (Niederösterreich),$15,Niederösterreich,87,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Pratsch
701,12.5%,"Niederösterreich, Austria",750 ml,White, Austria,9/1/2016,"The slightest hint of lemon zest on the nose leads into the light, crisp, dry palate. If it weren't for the friendly lemon notes, this would almost be neutral, but also clean. Slight spritz makes this slimline wine very easy to enjoy. Drink soon.",Veltlinsky,World Wine Headquarters,Graf Hardegg 2015 Veltlinsky Grüner Veltliner (Niederösterreich),$15,Niederösterreich,87,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Graf Hardegg
702,12%,"Burgenland, Austria",750 ml,White, Austria,9/1/2016,"A rather neutral nose leads to a simple, dry, fresh palate. There is a little citrus and green pear flavor. This is easy-drinking, fresh summer wine.",Una,Le Cantine Inc,Golser Wein 2015 Una Grüner Veltliner (Burgenland),$14,Burgenland,87,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Golser Wein
703,13.7%,"Umpqua Valley, Southern Oregon, Oregon, US",750 ml,White, US,8/1/2016,"This is the third separate cuvée of Grüner Veltliner from Reustle, and given the name (which means emerald), it's clearly meant to be modeled after the Austrian style. For those who relish a crisp, mineral-driven wine, with ripe fruit flavors of Meyer lemon, green apple and pink grapefruit, this rings all those bells and more. The length and definition are most impressive.",Smaragd,,Reustle 2014 Smaragd Grüner Veltliner (Umpqua Valley),$32, Oregon,91, Southern Oregon,Paul Gregutt,@paulgwine ,Umpqua Valley,Not rated yet [Add Your Review],Grüner Veltliner,2014,Reustle
704,13.6%,"Umpqua Valley, Southern Oregon, Oregon, US",750 ml,White, US,8/1/2016,"Reustle pioneered this variety (they now make three different bottlings) and this may be the best yet. The texture and depth are impressive, as is the detailed mix of melon and white peach, with just a faint trace of vanilla.",Revelation & Sorek Bloc,,Reustle 2014 Revelation & Sorek Bloc Grüner Veltliner (Umpqua Valley),$24, Oregon,90, Southern Oregon,Paul Gregutt,@paulgwine ,Umpqua Valley,Not rated yet [Add Your Review],Grüner Veltliner,2014,Reustle
705,12.8%,"Umpqua Valley, Southern Oregon, Oregon, US",750 ml,White, US,8/1/2016,"Much like its companion from the Revelation & Sorek Bloc, this offers well-endowed flavors of melon and white peach, along with a touch of citrus. There is a sense of higher acidity, along with lower listed alcohol, rather counter-intuitive as this is the reserve. Pick either one and you'll be pleased.",Winemaker's Reserve,,Reustle 2014 Winemaker's Reserve Grüner Veltliner (Umpqua Valley),$29, Oregon,90, Southern Oregon,Paul Gregutt,@paulgwine ,Umpqua Valley,Not rated yet [Add Your Review],Grüner Veltliner,2014,Reustle
706,13.5%,"Monterey, Central Coast, California, US",750 ml,White, US,8/1/2016,"Fresh apple blossoms, lemon-lime soda and fragrant key lime pie aromas waft off of this bottling from the hillside vineyard that was one of the first in California to offer this grape. Similar key lime flavors show on the palate as does freshly squeezed pear juice, which offers a ripe, rounded character.",Rava Blackjack Vineyard,,Darcie Kent Vineyards 2015 Rava Blackjack Vineyard Grüner Veltliner (Monterey),$25, California,88, Central Coast,Matt Kettmann,@mattkettmann,Monterey,Not rated yet [Add Your Review],Grüner Veltliner,2015,Darcie Kent Vineyards
707,12.5%,"Kamptal, Austria",750 ml,White, Austria,7/1/2016,"Aloe vera balminess is promised on the zesty, aromatic nose. The palate fulfills this easily: this is supple and flowing, concentrated and fluid. White pepper, grapefruit zest, juicy pear and greenish leafiness all gather around the central seam of freshness. Elegance, poise and total refreshment is the result.",Wechselberg,Weygandt-Metzler,Eichinger 2015 Wechselberg Grüner Veltliner (Kamptal),$20,Kamptal,93,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Eichinger
708,13.5%,"Wachau, Austria",750 ml,White, Austria,7/1/2016,"Notes of pineapple and verbena tisane hint at some maturity. While the nose suggests richness, the palate reveals a concentrated lightness that is nonetheless dense with aroma: said pineapples as well as notes of hayflowers and dried moss and dried citrus peel. The long finish celebrates this multilayered scope beautifully.",Smaragd Terrassen,Vin Divino,Domäne Wachau 2013 Smaragd Terrassen Grüner Veltliner (Wachau),$30,Wachau,92,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2013,Domäne Wachau
709,12%,"Kamptal, Austria",750 ml,White, Austria,7/1/2016,"The nose barely hints at the subtle joys contained in this concentrated, fresh but generous wine. Ample fruit—think yellow pear and yellow plum—is held at the core, tightly corsetted by fresh citrus. Full of verve, savoriness and joy.",Hasel,Weygandt-Metzler,Eichinger 2015 Hasel Grüner Veltliner (Kamptal),$17,Kamptal,92,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Eichinger
710,13%,"Weinviertel, Austria",750 ml,White, Austria,7/1/2016,"Yellow grapefruit peel, crushed white peppercorns and fresh chervil paint a picture of a quintessential Grüner here: flavorsome but not heavy, concentrated but slender, easy to enjoy but never facile. More ripe pear fruit lurks temptingly at the core while that grapefruit theme is utterly convincing and captivating.",Hundspoint,Deutsch Family Wine and Spirits,Gruber Röschitz 2015 Hundspoint Grüner Veltliner (Weinviertel),$16,Weinviertel,92,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Gruber Röschitz
711,12.5%,"Kremstal, Austria",750 ml,White, Austria,7/1/2016,"Riper notions of yellow plum and melon mingle with Grüner's attractive freshness, here expressed by lemon and lime zest flavors. The palate adds extra verve with a pleasantly bitter phenolic edge. This is a taut, clean, super-fruited textbook example of freshness with tons of verve.",Goettweiger Berg,Circo Vino,Stift Göttweig 2015 Goettweiger Berg Grüner Veltliner (Kremstal),$23,Kremstal,92,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Stift Göttweig
712,12.5%,"Wachau, Austria",750 ml,White, Austria,7/1/2016,"While the softer scent of green Conference pears wraps around the nose, the palate also takes in subtle earth and adds pliable, almost soft notes of apricot and yellow plum to a stony, poised and statuesque background. This is lovely and fresh now but sure to develop. Drink anytime now until 2019.",Frauengärten,Weygandt-Metzler,Pichler-Krutzler 2015 Frauengärten Grüner Veltliner (Wachau),$24,Wachau,92,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Pichler-Krutzler
713,12.5%,"Kremstal, Austria",750 ml,White, Austria,7/1/2016,"Soft scents of leafy ferns and freshly cut Conference pears are subtly inviting. The palate then trumps with a textured dryness and that softly spiced pepperiness that is Grüner's hallmark. This is classy and grown-up, with lots of zesty, fresh citrus notes thrown in.",Weinzierlberg,Craft + Estate–The Winebow Group,Stadt Krems 2015 Weinzierlberg Grüner Veltliner (Kremstal),$25,Kremstal,91,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Stadt Krems
714,12.5%,"Carnuntum, Austria",750 ml,White, Austria,7/1/2016,"Green pear peel, some yeasty spice and a bit of lemon zest make for an invigorating nose. The palate comes with apt concentration and provides proper midpalate interest with zest and herbal notes. Lovely grippiness calls for food, but this slips down easily enough by itself.",,Weygandt-Metzler,Markowitsch 2015 Grüner Veltliner (Carnuntum),$13,Carnuntum,91,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Markowitsch
715,12.5%,"Weinviertel, Austria",750 ml,White, Austria,7/1/2016,"Tart apples and green pears create a refreshing opening. The palate fizzes with uncannily truthful yellow grapefruit peel and white pepper. This is fresh but also holds generous, delicious fruit flavours at its concentrated core. An ultraclean finish makes you crave more.",,Deutsch Family Wine and Spirits,Gruber Röschitz 2015 Grüner Veltliner (Weinviertel),$12,Weinviertel,91,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Gruber Röschitz
716,12.5%,"Vienna, Austria",750 ml,White, Austria,7/1/2016,"Slightly more earthy pear fruit appears on the nose. The palate bounces with freshness and verve, fizzing with a little white pepper here and there. The core is textured and shows some concentration with real citric force. Lovely on its own, even better with food. Simply lovely.",Wiener,Craft + Estate–The Winebow Group,Wieninger 2015 Wiener Grüner Veltliner (Vienna),$18,Vienna,91,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Wieninger
717,13%,"Weinviertel, Austria",750 ml,White, Austria,7/1/2016,"Ripe notes of yellow plum dance on the palate against a firm, citric background of immense freshness. This stands with poise and a seriously straight back. The midpalate is as savoury as soy sauce. Totally enlivening and refreshing with a lovely, concentrated core and backbone.",Haidviertel,Palm Bay International,R&A Pfaffl 2015 Haidviertel Grüner Veltliner (Weinviertel),$21,Weinviertel,91,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,R&A Pfaffl
718,12.5%,"Wagram, Austria",750 ml,White, Austria,7/1/2016,"Ripe, zesty lemon peel and white pepper come in an unusual but very convincing union that bewitches nose and palate. There is real concentration at the core and tons of spice and freshness on a very focused, driven palate. This is utterly refreshing and packs a real punch.",Steinagrund,Domaine Select Wine & Spirits,Leth 2015 Steinagrund Grüner Veltliner (Wagram),$18,Wagram,91,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Leth
719,12.5%,"Wagram, Austria",750 ml,White, Austria,7/1/2016,Hints of earth and yeast deliciously suggest themselves onto the typical green pear notes. They also haunt the palate and give real resonance to the textured palate. This manages to be rounded yet svelte. The finish is lasting and combines pear and herbal notes of sage and savory yeast.,Rosenberg,KWSelection.com,Anton Bauer 2015 Rosenberg Grüner Veltliner (Wagram),$24,Wagram,91,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Anton Bauer
720,12.5%,"Kremstal, Austria",750 ml,White, Austria,7/1/2016,"At first there is the juiciness of freshly cut green pear, then there is an explosion of white pepper bedded in yeasty softness. Framed by citrus and more green pear fruit, the pepper just continues to delight on the concentrated core. Lovely, full-flavored finish.",Senftenberger Piri,"Skurnik Wines, Inc",Nigl 2015 Senftenberger Piri Grüner Veltliner (Kremstal),$25,Kremstal,91,,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],Grüner Veltliner,2015,Nigl
