,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
331,13.8%,"Chehalem Mountains, Willamette Valley, Oregon, US",750 ml,Red, US,8/1/2018,"This is the second varietal offering in Ponzi's Italian series, a sibling to their Arneis. It's high toned and astringent, and sensitive noses may detect the scent of nail polish. Despite that volatility, it offers lifted raspberry and cherry fruit.",,,Ponzi 2015 Dolcetto (Chehalem Mountains),$30, Oregon,89, Willamette Valley,Paul Gregutt,@paulgwine ,Chehalem Mountains,Not rated yet [Add Your Review],"Dolcetto, Italian Red",2015,Ponzi
332,13%,"Sicilia, Sicily & Sardinia, Italy",750 ml,Red, Italy,8/1/2018,"Made with organically cultivated Frappato, this fragrant red opens with heady scents of iris, red-skinned berry and Mediterranean brush. The forward easygoing palate delivers juicy black cherry, strawberry jam and a touch of black pepper alongside bright acidity.",,Franciacorta Imports,Vigna di Pettineo 2017 Frappato (Sicilia),$20, Sicily & Sardinia,89,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Frappato, Italian Red",2017,Vigna di Pettineo
333,14%,"Etna, Sicily & Sardinia, Italy",750 ml,Red, Italy,8/1/2018,"Underbrush, Mediterranean scrub and dark spice aromas slowly take shape. On the taut palate, tightly wound close-grained tannins frame dried black cherry, coconut and dried sage before gripping the finish.",Animardente,Kobrand,Contrada Santo Spirito di Passopisciaro 2015 Animardente  (Etna),$49, Sicily & Sardinia,89,Etna,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nerello Mascalese, Italian Red",2015,Contrada Santo Spirito di Passopisciaro
334,13.5%,"Sicilia, Sicily & Sardinia, Italy",750 ml,Red, Italy,8/1/2018,"Made with 100% organically grown Nero d'Avola, this has aromas of black-skinned berry, Mediterranean brush and a hint of raw almond. The juicy palate delivers fleshy black cherry, raspberry jam and black pepper alongside polished tannins. It's made to be enjoyed young, so drink soon.",Naturalmente Bio,Massanois Imports,Caruso & Minini 2017 Naturalmente Bio Nero d'Avola (Sicilia),$23, Sicily & Sardinia,89,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nero d'Avola, Italian Red",2017,Caruso & Minini
335,13%,"Sicilia, Sicily & Sardinia, Italy",750 ml,Red, Italy,8/1/2018,"This Nero d'Avola opens with aromas of ripe black-skinned berry, Mediterranean brush and cooking spice. The lively palate delivers raspberry jam, black cherry and white pepper alongside velvety tannins. Enjoy through 2020.",Sherazade,Folio Fine Wine Partners,Donnafugata 2016 Sherazade Nero d'Avola (Sicilia),$20, Sicily & Sardinia,89,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nero d'Avola, Italian Red",2016,Donnafugata
336,13%,"Menfi, Sicily & Sardinia, Italy",750 ml,Red, Italy,8/1/2018,"Made with organically grown Nero d'Avola, this enjoyable red presents with earthy aromas of dark-skinned berry, underbrush and tilled soil. The fruity, savory palate offers succulent red cherry, strawberry and black pepper alongside round tannins. It's made to be enjoyed young so drink soon.",Lu Cori,T. Edward Wines Ltd,Marilena Barbera 2016 Lu Cori Nero d'Avola (Menfi),$15, Sicily & Sardinia,89,Menfi,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nero d'Avola, Italian Red",2016,Marilena Barbera
337,13.5%,"Sicilia, Sicily & Sardinia, Italy",750 ml,Red, Italy,8/1/2018,"Juicy and delicious, this friendly red hits all the right buttons, opening with enticing aromas of blue flower, black-skinned berry and Mediterranean brush. The smooth easygoing palate doles out mouthfuls of fleshy blackberry, ripe morello cherry and a sprinkling of baking spice alongside supple tannins.",La Segreta,Taub Family Selections,Planeta 2016 La Segreta Nero d'Avola (Sicilia),$15, Sicily & Sardinia,89,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nero d'Avola, Italian Red",2016,Planeta
338,14%,"Sicilia, Sicily & Sardinia, Italy",750 ml,Red, Italy,8/1/2018,"Aromas of cedar, mocha and dark berry emerge from the glass. The dense palate offers black-cherry jam, vanilla and tobacco alongside assertive tannins. Drink through 2022.",Il Moro Limited Edition,Vinity Wine Company,Valle dell'Acate 2015 Il Moro Limited Edition Nero d'Avola (Sicilia),$34, Sicily & Sardinia,89,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nero d'Avola, Italian Red",2015,Valle dell'Acate
339,13%,"Sicilia, Sicily & Sardinia, Italy",750 ml,Red, Italy,8/1/2018,"This Nero d'Avola has fruity aromas of strawberry, star anise and raspberry that carry through to the palate alongside notes of white pepper and black cherry jam. Juicy and straightforward, it's made to be enjoyed soon.",Tenuta Ibidini,Vinity Wine Company,Valle dell'Acate 2017 Tenuta Ibidini Nero d'Avola (Sicilia),$15, Sicily & Sardinia,89,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nero d'Avola, Italian Red",2017,Valle dell'Acate
340,13.5%,"Sicilia, Sicily & Sardinia, Italy",750 ml,Red, Italy,8/1/2018,"Aromas of dark berry, underbrush and cooking spice lead the nose on this Nero d'Avola. The savory accessible palate offers dried black cherry, star anise and a touch of white pepper. Enjoy soon.",Lorlando,Wine Twist,Assuli 2016 Lorlando Nero d'Avola (Sicilia),$18, Sicily & Sardinia,88,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nero d'Avola, Italian Red",2016,Assuli
341,14.5%,"Sicilia, Sicily & Sardinia, Italy",750 ml,Red, Italy,8/1/2018,"Aromas of black-skinned fruit, underbrush and a whiff of carob glide out of the glass. Made with organically farmed Nero d'Avola, the juicy palate offers black cherry jam, cinnamon and star anise alongside round tannins. Drink soon.",,Franciacorta Imports,Vigna di Pettineo 2016 Nero d'Avola (Sicilia),$30, Sicily & Sardinia,88,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nero d'Avola, Italian Red",2016,Vigna di Pettineo
342,13.5%,"Sicilia, Sicily & Sardinia, Italy",750 ml,Red, Italy,8/1/2018,"Made entirely with organically farmed Nero d'Avola, this offers aromas of dark-skinned fruit and scorched earth. The easygoing palate offers fleshy black plum, clove and black pepper alongside pliant tannins. Drink soon.",,Jandell Selections,Natale Verga 2017 Nero d'Avola (Sicilia),$14, Sicily & Sardinia,88,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nero d'Avola, Italian Red",2017,Natale Verga
343,13.5%,"Sicilia, Sicily & Sardinia, Italy",750 ml,Red, Italy,8/1/2018,"Made with organically farmed Nero d'Avola, this has aromas of black-skinned berry, underbrush and a hint of cocoa. The juicy palate offers black cherry, raspberry jam and white pepper alongside velvety tannins. Enjoy soon to capture the fruit richness.",Molino a Vento Vino Biologico,Omniwines Distribution,Tenute Orestiadi 2017 Molino a Vento Vino Biologico Nero d'Avola (Sicilia),$12, Sicily & Sardinia,88,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nero d'Avola, Italian Red",2017,Tenute Orestiadi
344,14.5%,"Sicilia, Sicily & Sardinia, Italy",750 ml,Red, Italy,8/1/2018,"Made with 100% Nero d'Avola, this has cedar, coconut and dark fruit aromas. The dense palate offers mocha, clove and blackberry jam alongside close-grained tannins. Drink through 2021.",Lorlando Riserva,Wine Twist,Assuli 2015 Lorlando Riserva Nero d'Avola (Sicilia),$23, Sicily & Sardinia,88,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nero d'Avola, Italian Red",2015,Assuli
345,13%,"Sicilia, Sicily & Sardinia, Italy",750 ml,Red, Italy,8/1/2018,"Here's a 100% Nero d'Avola that opens with aromas of dark-skinned berry, underbrush and a whiff of cocoa. The juicy palate offers blackberry jam, star anise and white pepper alongside velvety tannins. Drink soon.",Foglio Cinquanta,Tuttovino LLC,Feudo Solaria 2015 Foglio Cinquanta Nero d'Avola (Sicilia),$15, Sicily & Sardinia,88,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nero d'Avola, Italian Red",2015,Feudo Solaria
346,14.5%,"Sicilia, Sicily & Sardinia, Italy",750 ml,Red, Italy,8/1/2018,"Aromas of toasted oak, Mediterranean scrub and dark berry lead the nose. The forward concentrated palate offers dried black cherry, prune, licorice and a touch of dried sage alongside polished tannins. Drink through 2020.",Ribeca,Soilair Selection,Firriato 2013 Ribeca Perricone (Sicilia),$39, Sicily & Sardinia,88,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Perricone, Italian Red",2013,Firriato
347,12.5%,"Sicilia, Sicily & Sardinia, Italy",750 ml,Red, Italy,8/1/2018,"Made entirely with organically grown Frappato, this bright red opens with aromas of rose petal, raspberry and a note of black pepper that carry over to the round enjoyable palate. Soft tannins and fresh acidity give it an easygoing appeal. Enjoy soon.",Dumè,Sheehan Brothers,Gorghi Tondi 2017 Dumè Frappato (Sicilia),$22, Sicily & Sardinia,88,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Frappato, Italian Red",2017,Gorghi Tondi
348,13.5%,"Eloro, Sicily & Sardinia, Italy",750 ml,Red, Italy,8/1/2018,"Made entirely with Nero d'Avola, this opens with aromas of dark berry, orange zest and cooking spice that carry over to the lively palate. It's fresh and accessible, with bright acidity and smooth tannins. Drink soon.",,Artisanal Cellars,Barone Sergio 2014 Nero d'Avola (Eloro),$20, Sicily & Sardinia,88,Eloro,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nero d'Avola, Italian Red",2014,Barone Sergio
349,14%,"Sicilia, Sicily & Sardinia, Italy",750 ml,Red, Italy,8/1/2018,"Here's a Nero d'Avola that has aromas of vanilla, baking spice and dark-skinned fruit. The straightforward, savory palate offers blackberry jam, white pepper and tobacco alongside polished tannins. Drink through 2021.",Cutaja,1_Not Imported into US,Caruso & Minini 2015 Cutaja Nero d'Avola (Sicilia),N/A, Sicily & Sardinia,88,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nero d'Avola, Italian Red",2015,Caruso & Minini
350,14%,"Sicilia, Sicily & Sardinia, Italy",750 ml,Red, Italy,8/1/2018,"Made entirely with native grape Perricone, this opens with aromas of dark berry, cooking spice and Mediterranean herb. The easygoing palate delivers ripe black cherry, cinnamon and black pepper alongside polished tannins. Drink through 2020.",,USA Wine West,Tenute Orestiadi 2015 Perricone (Sicilia),$15, Sicily & Sardinia,88,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Perricone, Italian Red",2015,Tenute Orestiadi
351,13.5%,"Sicilia, Sicily & Sardinia, Italy",750 ml,Red, Italy,8/1/2018,Aromas of dark-skinned fruit and Mediterranean brush lead the nose on this Nero d'Avola. The easygoing palate offers dried black cherry and a touch of licorice alongside smooth tannins. Drink soon.,Terre di Giumara,1_Not Imported into US,Caruso & Minini 2016 Terre di Giumara Nero d'Avola (Sicilia),N/A, Sicily & Sardinia,87,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nero d'Avola, Italian Red",2016,Caruso & Minini
352,13.5%,"Sicilia, Sicily & Sardinia, Italy",750 ml,Red, Italy,8/1/2018,Subtle aromas of dark fruit and a whiff of Mediterranean scrub emerge from the glass. The straightforward palate offers ripe black cherry and clove alongside soft tannins. Drink soon.,Molino a Vento,Omniwines Distribution,Tenute Orestiadi 2017 Molino a Vento Nero d'Avola (Sicilia),$12, Sicily & Sardinia,87,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nero d'Avola, Italian Red",2017,Tenute Orestiadi
353,14%,"Sicilia, Sicily & Sardinia, Italy",750 ml,Red, Italy,8/1/2018,"Aromas of cedar, mocha and dark fruit glide from the glass. The straightforward palate offers black plum, espresso and tobacco alongside taut tannins.",,Omniwines Distribution,Tenute Orestiadi 2016 Frappato (Sicilia),$15, Sicily & Sardinia,87,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Frappato, Italian Red",2016,Tenute Orestiadi
354,13%,"Sicilia, Sicily & Sardinia, Italy",750 ml,Red, Italy,8/1/2018,"Aromas of mature black plum, underbrush and cooking spice lead the nose on this young enjoyable wine. The easygoing palate offers blueberry jam, star anise and a touch of green peppercorn alongside velvety tannins. Drink soon.",Luce di Luna,Sheehan Brothers,Gorghi Tondi 2017 Luce di Luna Nero d'Avola (Sicilia),$14, Sicily & Sardinia,87,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nero d'Avola, Italian Red",2017,Gorghi Tondi
355,13.5%,"Sicilia, Sicily & Sardinia, Italy",750 ml,Red, Italy,8/1/2018,"Made entirely from organically farmed Nero d'Avola, this offers aromas of dark-skinned berry and white pepper. The juicy palate recalls blackberry jam and licorice cushioned by round, smooth tannins. Enjoy soon.",Vento di Mare Made with Organic Grapes,USA Wine West,Cantine Ermes 2017 Vento di Mare Made with Organic Grapes Nero d'Avola (Sicilia),$10, Sicily & Sardinia,87,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nero d'Avola, Italian Red",2017,Cantine Ermes
356,14%,"Sicilia, Sicily & Sardinia, Italy",750 ml,Red, Italy,8/1/2018,"This Nero d'Avola opens with aromas suggesting mocha, tilled soil and dark berry. The dense palate offers black plum, espresso and clove alongside rather firm tannins.",,Omniwines Distribution,Tenute Orestiadi 2016 Nero d'Avola (Sicilia),$15, Sicily & Sardinia,87,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nero d'Avola, Italian Red",2016,Tenute Orestiadi
357,12.5%,"Sicilia, Sicily & Sardinia, Italy",750 ml,Red, Italy,8/1/2018,"Aromas of dark-skinned berry, tilled soil and a whiff of carob carry over to the easygoing palate along with a note of bitter almond. It's a simple but well made Nero d'Avola, with round tannins.",Marchese Montefusco,USA Wine West,Cantine Ermes 2017 Marchese Montefusco Nero d'Avola (Sicilia),$8, Sicily & Sardinia,86,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nero d'Avola, Italian Red",2017,Cantine Ermes
358,14.5%,"Sicilia, Sicily & Sardinia, Italy",750 ml,Red, Italy,8/1/2018,"This Nero d'Avola shows delicate aromas of scorched earth, baking spice and a hint of dark fruit. The simple palate offers tobacco and black cherry jam alongside pliant tannins. Drink soon.",Sessantasei Botticelle,Fantasy Finewine,Andrero 2016 Sessantasei Botticelle Nero d'Avola (Sicilia),$15, Sicily & Sardinia,86,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nero d'Avola, Italian Red",2016,Andrero
359,13%,"Sicilia, Sicily & Sardinia, Italy",750 ml,Red, Italy,8/1/2018,"This Nero d'Avola opens with dark fruit and tilled soil aromas. The simple palate offers suggestions of black plum, star anise and a touch of cocoa alongside pliant tannins. Drink soon.",Caleo,"Winesellers, Ltd",Botter 2017 Caleo Nero d'Avola (Sicilia),$10, Sicily & Sardinia,86,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nero d'Avola, Italian Red",2017,Botter
360,13%,"Sicilia, Sicily & Sardinia, Italy",750 ml,Red, Italy,8/1/2018,"Made entirely with organically cultivated Nero d'Avola grapes, this opens with aromas of dark berry and underbrush. The simple palate offers black-cherry jam and star anise alongside velvety tannins. Drink soon.",,Ethica Wines,LaMura 2017 Nero d'Avola (Sicilia),$10, Sicily & Sardinia,86,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nero d'Avola, Italian Red",2017,LaMura
361,13%,"Sicilia, Sicily & Sardinia, Italy",750 ml,Red, Italy,8/1/2018,"Made entirely with organically grown Nero d'Avola, this informal red opens with aromas of dark berry, blue flower and underbrush. The easygoing palate evokes cherry jam and a hint of star anise alongside pliant tannins. Drink soon.",,Saranty Imports,TerrAmore 2017 Nero d'Avola (Sicilia),$9, Sicily & Sardinia,85,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nero d'Avola, Italian Red",2017,TerrAmore
362,13.5%,"Sicilia, Sicily & Sardinia, Italy",750 ml,Red, Italy,8/1/2018,This Nero d'Avola opens with restrained aromas of dark fruit and baking spice. The aromas carry over to the simple palate along with smooth tannins and a touch of black pepper. Drink soon.,Vento di Mare,USA Wine West,Cantine Ermes 2017 Vento di Mare Nero d'Avola (Sicilia),$9, Sicily & Sardinia,85,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nero d'Avola, Italian Red",2017,Cantine Ermes
363,14%,"Sicilia, Sicily & Sardinia, Italy",750 ml,Red, Italy,8/1/2018,"This informal wine has aromas reminiscent of Mediterranean scrub, tilled soil and a whiff of dark spice. The simple palate evokes suggestions of mature black-skinned fruit, vanilla and orange zest alongside round, easy tannins. Drink now.",,Vias Imports,Colosi 2017 Nero d'Avola (Sicilia),$17, Sicily & Sardinia,85,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nero d'Avola, Italian Red",2017,Colosi
364,14%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,7/1/2018,"This wine's ripe black-skinned berry, underbrush, graphite and balsamic notes unfold in the glass. The brawny, powerful palate delivers ripe blackberry, licorice, black pepper and clove flavors. It's well balanced, with assertive but refined tannins. Drink 2021–2030.",Sacrantino,de Grazia Imports LLC,Cantina Fratelli Pardi 2012 Sacrantino  (Montefalco Sagrantino),$58, Central Italy,93,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2012,Cantina Fratelli Pardi
365,14.5%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,7/1/2018,"This opens with aromas of black-skinned berry, scorched earth and leather. The elegant, concentrated palate doles out red currant jam, ripe blackberry, white pepper, clove and cinnamon tones alongside assertive tannins. Drink 2020–2030.",Collenottolo,Empson USA Ltd,Tenuta Bellafonte 2012 Collenottolo  (Montefalco Sagrantino),$54, Central Italy,93,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2012,Tenuta Bellafonte
366,14.5%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,7/1/2018,"Black-skinned berry, graphite and leather aromas lead the nose of this structured wine. The concentrated palate delivers black cherry, tobacco and black pepper flavors held up by a backbone of assertive but polished tannins. Drink 2020–2029.",RC2,Leonardo LoCascio Selections–The Winebow Group,Cotarella 2012 RC2  (Montefalco Sagrantino),$50, Central Italy,92,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2012,Cotarella
367,15%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,7/1/2018,"This opens with ripe black-skinned berry, leather and earthy truffle aromas. The firm, concentrated palate offers cassis, blackberry jam, licorice and black pepper notes alongside noble tannins. Enjoy 2019–2028.",Collenottolo,Empson USA Ltd,Tenuta Bellafonte 2011 Collenottolo  (Montefalco Sagrantino),$54, Central Italy,92,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2011,Tenuta Bellafonte
368,15%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,7/1/2018,"Underbrush, black plum and balsamic notes lead the nose of this wine. The concentrated palate offers prune, blackberry jam, mocha and licorice flavors alongside assertive but refined tannins. Drink through 2025.",Il Domenico,David Vincent Selection,Adanti 2007 Il Domenico  (Montefalco Sagrantino),$55, Central Italy,91,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2007,Adanti
369,14%,"Montefalco Sagrantino, Central Italy, Italy",375 ml,Dessert, Italy,7/1/2018,"Made from dried Sagrantino grapes, this opens with blueberry, vanilla and nutmeg scents that carry over to the palate, along with coffee notes. Chewy tannins provide support while a cinnamon flavor closes the finish.",Passito,de Grazia Imports LLC,Cantina Fratelli Pardi 2011 Passito  (Montefalco Sagrantino),$40, Central Italy,91,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2011,Cantina Fratelli Pardi
370,15.5%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,7/1/2018,"This opens with black-skinned berry and white pepper aromas while the bold, robust palate offers ripe black cherry, blackberry jam and tobacco notes. Tightly knit tannins and vibrant acidity provide the backbone. Drink 2021–2030.",,Tradizione Imports,Bocale 2013  Montefalco Sagrantino,$40, Central Italy,90,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2013,Bocale
371,15%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,7/1/2018,"This opens with subdued black plum and leather aromas. The dense palate delivers blackberry jam, prune, roasted coffee bean and tobacco notes alongside assertive, grippy tannins. Drink 2021–2028.",Chiusa di Pannone,Omniwines Distribution,Antonelli 2010 Chiusa di Pannone  (Montefalco Sagrantino),$60, Central Italy,90,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2010,Antonelli
372,15%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,7/1/2018,"This has ripe black-skinned berry and cooking spice aromas. The dense palate offers blackberry jam, clove and black pepper notes set against austere but refined tannins. Drink through 2025.",,Montcalm Wine Importers,Campo della Maestà 2011  Montefalco Sagrantino,$40, Central Italy,89,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2011,Campo della Maestà
373,16%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,7/1/2018,"This offers subdued baking spice and black plum aromas. It's densely concentrated, showing prune, raisin and tobacco flavors alongside close-grained tannins and the heat of evident alcohol. Drink 2022–2028.",,Ruby Wines Inc,Di Filippo 2013  Montefalco Sagrantino,$35, Central Italy,89,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2013,Di Filippo
374,14%,"Montefalco Sagrantino, Central Italy, Italy",375 ml,Dessert, Italy,7/1/2018,"This offers subdued dried black cherry, baking spice and raisin aromas while the palate evokes toasted almonds, prunes and black pepper. Polished tannins provide velvety support.",Semèle Passito,Majestic Wine & Spirits,Signae 2013 Semèle Passito  (Montefalco Sagrantino),$40, Central Italy,89,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2013,Signae
375,15.5%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,7/1/2018,"Made from organically farmed grapes, this offers black plum and graphite aromas. The dense palate evokes prunes, licorice and tobacco, with close-grained, astringent tannins and the heat of evident alcohol. Drink 2022–2028.",Black Label,Bonhomie Wine Imports,Plani Archi 2012 Black Label  (Montefalco Sagrantino),$45, Central Italy,89,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2012,Plani Archi
376,14%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,7/1/2018,"Made from organically grown grapes, this opens with subtle graphite and mature, black-skinned fruit aromas. The firm palate delivers roasted coffee bean, prune and tobacco notes alongside astringent tannins. Drink 2022–2028.",,Omniwines Distribution,Antonelli 2012  Montefalco Sagrantino,$44, Central Italy,89,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2012,Antonelli
377,15%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,7/1/2018,"Blackberry, cooking spice and mocha aromas commingle in this wine. The firm, tightly structured palate delivers ripe black cherry, tobacco and black pepper notes framed by bracing, close-grained tannins. Drink 2019–2027.",,BelVino LLC,Perticaia 2012  Montefalco Sagrantino,$50, Central Italy,89,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2012,Perticaia
378,13.5%,"Toscana, Tuscany, Italy",750 ml,Red, Italy,7/1/2018,"Made entirely from the native grape Foglia Tonda, this has a shy nose but eventually reveals underbrush and violet scents. The dense palate offers prune, cedar and tobacco notes alongside fine-grained tannins. Drink through 2022.",Foglia Tonda del Rinascimento,Lilium Imports,Piandaccoli 2013 Foglia Tonda del Rinascimento Foglia Tonda (Toscana),$75, Tuscany,89,Toscana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Foglia Tonda, Italian Red",2013,Piandaccoli
379,13.5%,"Toscana, Tuscany, Italy",750 ml,Red, Italy,7/1/2018,"Made entirely from the native grape Pugnitello, this opens with delicate tilled earth, cooking spice and black fruit aromas. The forward palate delivers blackberry jam, clove and licorice flavors alongside velvety tannins. Drink through 2022.",Pugnitello del Rinascimento,Lilium Imports,Piandaccoli 2013 Pugnitello del Rinascimento Pugnitello (Toscana),$73, Tuscany,89,Toscana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Pugnitello, Italian Red",2013,Piandaccoli
380,15.5%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,7/1/2018,"Aromas suggesting tilled soil, black plums and mocha come together in this. The concentrated palate offers prune, blackberry jam and clove notes framed by austere, rather astringent tannins that grip the finish. Drink 2022–2028.",,David Vincent Selection,Adanti 2010  Montefalco Sagrantino,$45, Central Italy,89,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2010,Adanti
381,14%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,7/1/2018,"Aromas of tilled earth, black plum and a hint of nutmeg unfold in the glass. The firm palate delivers espresso, prune and tobacco alongside polished tannins. Drink through 2025.",Sacer,Vias Imports,Còlpetrone 2008 Sacer  (Montefalco Sagrantino),$60, Central Italy,89,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2008,Còlpetrone
382,14.5%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,7/1/2018,"Cassis, ripe black-skinned berry and cedar aromas lead the way in this wine. The firm, dense palate offers fleshy black plum, clove and black pepper flavors alongside close-grained, astringent tannins that grip the finish. Drink 2020–2027.",,"Frederick Wildman & Sons, Ltd",Lungarotti 2012  Montefalco Sagrantino,$49, Central Italy,89,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2012,Lungarotti
383,15.5%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,7/1/2018,"Game and black plum aromas lead the nose of this wine while the dense palate offers prune, licorice and toast notes. Assertive, somewhat astringent tannins and the heat of evident alcohol provide the backdrop. Drink 2022–2027.",Brown Label,Bonhomie Wine Imports,Plani Archi 2012 Brown Label  (Montefalco Sagrantino),$35, Central Italy,88,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2012,Plani Archi
