,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
139,14.2%,"Dry Creek Valley, Sonoma, California, US",750 ml,Red, US,8/1/2018,"Thick and dense with a strong grapey character, this wine is raisiny in baked plum as well as richly layered with a taste of cherry pie and vanilla.",Puccioni Ranch,,Puccioni 2015 Puccioni Ranch Petite Sirah (Dry Creek Valley),$32, California,88, Sonoma,Virginie Boone,@vboone,Dry Creek Valley,Not rated yet [Add Your Review],Petite Sirah,2015,Puccioni
140,13.5%,"Alexander Valley, Sonoma, California, US",750 ml,Red, US,8/1/2018,"From a single vineyard that is not specified, this is an intensely fruity floral wine, with a generous body and sizable tannin and oak. The structure is robustly built and the finish is dusty on the palate.",Single Vineyard,,Gagnon Cellars 2015 Single Vineyard Petite Sirah (Alexander Valley),$35, California,87, Sonoma,Virginie Boone,@vboone,Alexander Valley,Not rated yet [Add Your Review],Petite Sirah,2015,Gagnon Cellars
141,14.5%,"Rockpile, Sonoma, California, US",750 ml,Red, US,8/1/2018,"Dark and inky in color, this 100% varietal wine is thick, dense and simple in approach, with mountain-size tannins. Leather saddle, earth and blackberry dipped in chocolate make up the flavor profile.",,,I Mille 2014 Petite Sirah (Rockpile),$42, California,86, Sonoma,Virginie Boone,@vboone,Rockpile,Not rated yet [Add Your Review],Petite Sirah,2014,I Mille
142,13.8%,"Dry Creek Valley, Sonoma, California, US",750 ml,Red, US,8/1/2018,"Sweet in plum, vanilla and brown sugar, this wine is raisiny, soft and somewhat unstructured.",,,Highland Valley 2015 Petite Syrah (Dry Creek Valley),$40, California,84, Sonoma,Virginie Boone,@vboone,Dry Creek Valley,Not rated yet [Add Your Review],"Petite Syrah, Petite Sirah",2015,Highland Valley
143,16.2%,"Contra Costa County, Central Coast, California, US",750 ml,Red, US,7/1/2018,"Petite Sirah benefits from aging in a portion of new oak barrels, and this one is a great example. It has wonderful spicy cinnamon and cedar aromas, massive ripe blackberry flavors and baking-spice accents from the oak. The color is black with a dark red rim, and the mouthfeel is broad and nicely astringent due to a high level of fine-grained tannnins. It's very full-bodied, too.",Old Vine,,Trinitas 2015 Old Vine Petite Sirah (Contra Costa County),$35, California,93, Central Coast,Jim Gordon,@gordone_cellars,Contra Costa County,Not rated yet [Add Your Review],Petite Sirah,2015,Trinitas
144,13.7%,"Lake County, Lake County, California, US",750 ml,Red, US,7/1/2018,"Very deep and dark in color, this wine has intense blackberry aromas, rich blackberry and dark chocolate flavors and very firm tannins that give a lot of grip on the palate. The flavors are wound up tight and still need time to open and diversify. Best after 2023.",,,Sol Rouge 2014 Petite Sirah (Lake County),$45, California,92, Lake County,Jim Gordon,@gordone_cellars,Lake County,Not rated yet [Add Your Review],Petite Sirah,2014,Sol Rouge
145,15.2%,"Sierra Foothills, Sierra Foothills, California, US",750 ml,Red, US,7/1/2018,"Spicy, almost sweet, oak aromas and flavors meld nicely with the intense black-fruit flavors and firm, mouth-clinging tannins of this inky-looking full-bodied wine. It has cinnamon, clove, black-pepper and blackberry aromas and deep concentrated blueberry and dark chocolate flavors that should only improve with time. Best after 2023.",,,Le Casque 2015 Petite Sirah (Sierra Foothills),$28, California,92, Sierra Foothills,Jim Gordon,@gordone_cellars,Sierra Foothills,Not rated yet [Add Your Review],Petite Sirah,2015,Le Casque
146,14.9%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,7/1/2018,"Intriguing, deep and dark on the nose, this bottling offers aromas of root beer, black-cherry sauce and vanilla. Framed by upright yet polished tannins on the palate, fresh flavors of blackberry and blueberry are lifted by vanilla spice. This is an easy-to-like, yet heavy-duty, wine.",Tower Road,,J. Lohr 2015 Tower Road Petite Sirah (Paso Robles),$35, California,92, Central Coast,Matt Kettmann,@mattkettmann,Paso Robles,Not rated yet [Add Your Review],Petite Sirah,2015,J. Lohr
147,13.5%,"California, California Other, California, US",750 ml,Red, US,7/1/2018,"This is a dramatic full-bodied wine that is very concentrated in flavor, very tannic in texture, but nevertheless finds good balance. It has meaty beefy smoky aromas, rich blackberry and black-pepper flavors and a lingering finish. It's one more pearl on a long string of great values by Bogle, and should age well through at least 2023.",,,Bogle 2015 Petite Sirah (California),$11, California,90, California Other,Jim Gordon,@gordone_cellars,California,Not rated yet [Add Your Review],Petite Sirah,2015,Bogle
148,14.8%,"Livermore Valley, Central Coast, California, US",750 ml,Red, US,7/1/2018,"Brawny and tannic, this dark-colore, full-bodied and firm-textured wine has tasty blackberry and black pepper flavors that are bound up tightly by a thick layer of tannin. It will take a lot of patience but the wine may be fantastic when well aged. Best after 2028.",Brunswick; Casa de Vinas,,Vasco Urbano 2015 Brunswick; Casa de Vinas Petite Sirah (Livermore Valley),$42, California,89, Central Coast,Jim Gordon,@gordone_cellars,Livermore Valley,Not rated yet [Add Your Review],Petite Sirah,2015,Vasco Urbano
149,13.6%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,7/1/2018,"Crushed black cherry, cherry pits and snapped sage stems show on the woody nose of this bottling. There is an extreme chalky texture to the sip, where black-currant and licorice flavors lead into a minty finish.",,,Harmony Cellars 2015 Petite Sirah (Paso Robles),$29, California,88, Central Coast,Matt Kettmann,@mattkettmann,Paso Robles,Not rated yet [Add Your Review],Petite Sirah,2015,Harmony Cellars
150,13.6%,"El Dorado, Sierra Foothills, California, US",750 ml,Red, US,7/1/2018,This wine is dark and rich but also very approachable for this notoriously tannic varietal. The tannins are moderate and the blackberry and blueberry flavors so concentrated that they balance out the tannins and make the mouth feel velvety.,,,Boeger 2015 Petite Sirah (El Dorado),$20, California,88, Sierra Foothills,Jim Gordon,@gordone_cellars,El Dorado,Not rated yet [Add Your Review],Petite Sirah,2015,Boeger
151,14.7%,"Santa Barbara County, Central Coast, California, US",750 ml,Red, US,6/1/2018,"Rounded aromas of black cherry, cola and vanilla meet with more intense expressions of violet and white pepper on the nose of this wine, one of the few Petite Sirahs grown in this county. Black-cherry syrup meets with savory tones of toasted beef and black pepper on the palate, which is framed by polished tannins.",Thompson Vineyard,,Jaffurs 2016 Thompson Vineyard Petite Sirah (Santa Barbara County),$38, California,91, Central Coast,Matt Kettmann,@mattkettmann,Santa Barbara County,Not rated yet [Add Your Review],Petite Sirah,2016,Jaffurs
152,15%,"Santa Margarita Ranch, Central Coast, California, US",750 ml,Red, US,6/1/2018,"Fresh violets and rose petals make for a florally dominated nose, but there's also blackberry sorbet on this bottling. Crisp flavors of violet, blackberry paste and blueberry make for a fulfilling sip.",,,Ancient Peaks 2014 Petite Sirah (Santa Margarita Ranch),$36, California,91, Central Coast,Matt Kettmann,@mattkettmann,Santa Margarita Ranch,Not rated yet [Add Your Review],Petite Sirah,2014,Ancient Peaks
153,15.6%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,6/1/2018,"Deep and fresh black currant aromas meet with dried fennel on the nose of this bottling by a winery based in Los Angeles. A penetrating acidity kicks off the sip, where solid tannins carry dark fruit and rosemary flower flavors.",PS,,The Blending Lab 2015 PS Petite Sirah (Paso Robles),$45, California,90, Central Coast,Matt Kettmann,@mattkettmann,Paso Robles,Not rated yet [Add Your Review],Petite Sirah,2015,The Blending Lab
154,13.8%,"Monterey County, Central Coast, California, US",750 ml,Red, US,6/1/2018,"Dried herbs, elderberries, peppercorns and a strong streak of gamy meat show on the nose of this bottling, which is less dense and more nuanced in style than many other Petite Sirahs. The gamy element extends to the palate, giving complexity to the black fruits and sticky tannins.",,,Le P'tit Paysan 2014 Petite Sirah (Monterey County),$22, California,89, Central Coast,Matt Kettmann,@mattkettmann,Monterey County,Not rated yet [Add Your Review],Petite Sirah,2014,Le P'tit Paysan
155,14.5%,"South Coast, South Coast, California, US",750 ml,Red, US,6/1/2018,"Boysenberry, black pepper, dark spices and a hint of sandalwood show on the nose of this bottling, a good indication that Petite Sirah may thrive in this warmer Southern California climate. Rustic flavors of leather, dust, roasted blackberries and teriyaki are lifted with a pinch of purple flowers.",,,Hawk Watch Winery 2014 Petite Sirah (South Coast),$32, California,89, South Coast,Matt Kettmann,@mattkettmann,South Coast,Not rated yet [Add Your Review],Petite Sirah,2014,Hawk Watch Winery
156,15.1%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,6/1/2018,"Dried blueberry, loamy soil, anise and roasting herbs of oregano, thyme and marjoram show on the nose of this bottling. Roasted blackberry flavors show on the slightly sweet-seeming sip, which is made complex by pepper and charred meat.",,,Le Vigne 2015 Petite Sirah (Paso Robles),$25, California,89, Central Coast,Matt Kettmann,@mattkettmann,Paso Robles,Not rated yet [Add Your Review],Petite Sirah,2015,Le Vigne
157,14.8%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,6/1/2018,"Concentrated and ripe black-currant aromas meet with brown sugar on the intense nose of this bottling. Softer blueberry flavors show on the fruity, ripe sip, framed by grippy tannins.",,,Hoyt Family Vineyards 2013 Petite Sirah (Paso Robles),$60, California,88, Central Coast,Matt Kettmann,@mattkettmann,Paso Robles,Not rated yet [Add Your Review],Petite Sirah,2013,Hoyt Family Vineyards
158,14.6%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,6/1/2018,"Dense loamy soils and crushed basalt frame the earthy nose of this bottling, which is deep and dark and shows a hint of caramel as well. The palate is extremely chewy and thick with tannins and muddy clay flavors that barely allow the blueberry and blackberry fruit to arise.",Di Ranchita Vista,,Le Vigne 2015 Di Ranchita Vista Petite Sirah (Paso Robles),$45, California,88, Central Coast,Matt Kettmann,@mattkettmann,Paso Robles,Not rated yet [Add Your Review],Petite Sirah,2015,Le Vigne
159,14.6%,"Southern Oregon, Southern Oregon, Oregon, US",750 ml,Red, US,6/1/2018,"This is a thick, peppery take on the variety, with potent tannins. It has a strong streak of vanilla running right through the center.",,,Agate Ridge 2015 Petite Sirah (Southern Oregon),$32, Oregon,87, Southern Oregon,Paul Gregutt,@paulgwine ,Southern Oregon,Not rated yet [Add Your Review],Petite Sirah,2015,Agate Ridge
160,15.8%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,5/1/2018,"Matt Villard's focus on Petite Sirah delivers standout results in this voluptuous bottling, starting with a nose that's heavy in black currant and caramel ripeness yet cut by a savory core of charred beef, peppercorn and crushed slate. The palate matches the nose, with flavors of dense black fruit, more meat and white pepper riding lively acidity into the finish.",Rosewynn Vineyard,,MCV 2015 Rosewynn Vineyard Petite Sirah (Paso Robles),$52, California,94, Central Coast,Matt Kettmann,@mattkettmann,Paso Robles,Not rated yet [Add Your Review],Petite Sirah,2015,MCV
161,20%,"Napa Valley, Napa, California, US",375 ml,Fortified, US,5/1/2018,"This dessert wine is made entirely from Petite Sirah grown on the mountainous vineyard site atop Atlas Peak. It tastes and smells of salty leather as big bold flavors of cinnamon cola and black pepper weigh in. The palate is thick, dense and richly layered.",D'oro Stagecoach Vineyard Red Dessert Wine,,Patland 2014 D'oro Stagecoach Vineyard Red Dessert Wine Petite Sirah (Napa Valley),$80, California,92, Napa,Virginie Boone,@vboone,Napa Valley,Not rated yet [Add Your Review],Petite Sirah,2014,Patland
162,15.9%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,5/1/2018,"Crushed elderberry, lilac, violet, black pepper and teriyaki arise on the nose, although in a reserved manner, for this single vineyard expression. Roasted blackberry and chipped asphalt flavors show on the dark, brooding sip, with slightly tough tannins and level acidity framing the palate.",Gemeny Vineyard,,MCV 2015 Gemeny Vineyard Petite Sirah (Paso Robles),$52, California,91, Central Coast,Matt Kettmann,@mattkettmann,Paso Robles,Not rated yet [Add Your Review],Petite Sirah,2015,MCV
163,N/A,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,5/1/2018,"The aromas of cherry Fruit Roll-up, woodspice, cough syrup and game show some heat. The palate is full bodied and rich, with fruit and game flavors backed by big, firm tannins.",,,Covington 2013 Petite Sirah (Columbia Valley (WA)),$30, Washington,88, Columbia Valley,Sean P. Sullivan,@wawinereport,Columbia Valley (WA),Not rated yet [Add Your Review],Petite Sirah,2013,Covington
164,15%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,5/1/2018,"Candied black grape and black currant aromas make for a rather sweet nose on this bottling. The palate is much more complex, with layers of blackberry preserves, thyme, dark chocolate and violets, cut through with a fairly searing acidity.",,,Labyrinth 2014 Petite Sirah (Paso Robles),$27, California,87, Central Coast,Matt Kettmann,@mattkettmann,Paso Robles,Not rated yet [Add Your Review],Petite Sirah,2014,Labyrinth
165,14.5%,"Idaho, US",750 ml,Red, US,5/1/2018,"Brooding aromas of green wood, dill, smoke and purple fruit are followed by a palate that mixes equal parts fruit and barrel, with tart acidity providing the frame. There are some interesting things going on but they don't all come together.",Private Reserve,,Huston 2014 Private Reserve Petite Sirah,$55,Idaho,86,,Sean P. Sullivan,@wawinereport,,Not rated yet [Add Your Review],Petite Sirah,2014,Huston
166,18.5%,"Clarksburg, Central Valley, California, US",375 ml,Port/Sherry, US,5/1/2018,"Large doses of smoky oak and sweet spices light up this powerful full-bodied dessert wine, which is very sweet and has an almost thick, viscous texture that coats the mouth.",,,Sonoma Port Works 2012 Petite Sirah (Clarksburg),$38, California,86, Central Valley,Jim Gordon,@gordone_cellars,Clarksburg,Not rated yet [Add Your Review],Petite Sirah,2012,Sonoma Port Works
167,13.9%,"Idaho, US",750 ml,Red, US,5/1/2018,"Unsettled aromas of plum, smoke, hot pepper and green wood lead to a light-bodied, smoky palate backed by firm, gritty tannins. It doesn't all come together.",Panoramic Idaho,,Ste. Chapelle 2015 Panoramic Idaho Petite Sirah,$22,Idaho,84,,Sean P. Sullivan,@wawinereport,,Not rated yet [Add Your Review],Petite Sirah,2015,Ste. Chapelle
168,15.2%,"Red Mountain, Columbia Valley, Washington, US",750 ml,Red, US,5/1/2018,"Not entirely settled aromas of barrel spice, mint and blue fruit are followed by tart fruit flavors that come up quite short. Enjoy this straightforward wine soon.",Le Croyant,,Three of Cups 2014 Le Croyant Petite Sirah (Red Mountain),$32, Washington,84, Columbia Valley,Sean P. Sullivan,@wawinereport,Red Mountain,Not rated yet [Add Your Review],Petite Sirah,2014,Three of Cups
169,14.5%,"Yorkville Highlands, North Coast, California, US",750 ml,Red, US,4/1/2018,"This excellent wine from a steep terraced vineyard offers beautiful aromas of lavender and violet that segue to a palate replete with black fruit, black pepper and anise tones. Each flavor seems especially well defined and they layer together harmoniously on a velvety texture that provides good support for all that concentration. Best after 2020.",Tierra,,Halcón 2015 Tierra Petite Sirah (Yorkville Highlands),$30, California,95, North Coast,Jim Gordon,@gordone_cellars,Yorkville Highlands,Not rated yet [Add Your Review],Petite Sirah,2015,Halcón
170,15.5%,"Mendocino County, Mendocino County, California, US",750 ml,Red, US,4/1/2018,"Superrich and undeniably flavorful, this stand-out wine achieves fine balance despite the huge tannins. It has an utterly dark color that stains the glass, wonderful aromas of crushed raspberries and black cherries, and deep fruit flavors that weave through tones of dark chocolate and mint. The mouthfeel is notably dense but somehow gentle. Best from 2020–2030.",L. Venturi Vineyards,,Portalupi 2015 L. Venturi Vineyards Petite Sirah (Mendocino County),$34, California,94, Mendocino County,Jim Gordon,@gordone_cellars,Mendocino County,Not rated yet [Add Your Review],Petite Sirah,2015,Portalupi
171,15.7%,"El Dorado, Sierra Foothills, California, US",750 ml,Red, US,4/1/2018,"This wine is super dark in hue and packed full of blackberry, wood smoke and black pepper flavors. It brings a relatively light (for the varietal) mouthfeel considering that it does have a wealth of fine-grained tannins and elevated alcohol. Drink now with a steak or chop, or cellar until 2025 for more maturity and nuance.",,,Lava Cap 2014 Petite Sirah (El Dorado),$32, California,92, Sierra Foothills,Jim Gordon,@gordone_cellars,El Dorado,Not rated yet [Add Your Review],Petite Sirah,2014,Lava Cap
172,15.3%,"Livermore Valley, Central Coast, California, US",750 ml,Red, US,4/1/2018,"Tasty, spicy oak nuances give a great lift to this frankly heavy, massively built wine that is very full bodied and has a thick layer of chewy tannins. Hints of toasted walnuts, cinnamon and nutmeg weave through dark chocolate, blackberry and espresso flavors that are concentrated and deep.",Riserva Collection,,Rubino Estates Winery 2015 Riserva Collection Petite Sirah (Livermore Valley),$28, California,92, Central Coast,Jim Gordon,@gordone_cellars,Livermore Valley,Not rated yet [Add Your Review],Petite Sirah,2015,Rubino Estates Winery
173,14.5%,"Livermore Valley, Central Coast, California, US",750 ml,Red, US,4/1/2018,"This is a supple and sexy version of a notoriously tannic wine. It has a deep dark color, enticing dark chocolate and blackberry aromas and a thick layer of berries and black cherries on the palate. Tightly meshed tannins give it plenty of pucker power, and mean that this wine can age for quite a while. Best from 2020 to 2025.",Reserve Polo Field,,Concannon 2014 Reserve Polo Field Petite Sirah (Livermore Valley),$40, California,92, Central Coast,Jim Gordon,@gordone_cellars,Livermore Valley,Not rated yet [Add Your Review],Petite Sirah,2014,Concannon
174,14.3%,"Livermore Valley, Central Coast, California, US",750 ml,Red, US,4/1/2018,"An abundance of spicy smoky oak aromas meets equally abundant flavors of dark chocolate, cocoa and raspberry in this full-bodied and heavily tannic wine. The color is about as dark as it gets, the mouthfeel is massive and yet the flavors are so big they balance out the huge structure. That it was aged for 30 months in 80% new French barrels explains the alluring spiciness.",,,Dante Robere 2014 Petite Sirah (Livermore Valley),$38, California,91, Central Coast,Jim Gordon,@gordone_cellars,Livermore Valley,Not rated yet [Add Your Review],Petite Sirah,2014,Dante Robere
175,14.2%,"Napa Valley, Napa, California, US",750 ml,Red, US,4/1/2018,"This red embraces its main variety's ancestral home, blending in 12% Syrah, 10% Grenache and a pinch of other Rhône reds. Peppery and tannic, it shines in blueberry, cedar, dried herb and cinnamon, begging for more time in the bottle. Enjoy best 2019 through 2029.",,,Stags' Leap Winery 2014 Petite Sirah (Napa Valley),$45, California,91, Napa,Virginie Boone,@vboone,Napa Valley,Not rated yet [Add Your Review],Petite Sirah,2014,Stags' Leap Winery
176,14.8%,"Red Hills, Lake County, California, US",750 ml,Red, US,4/1/2018,"Sweet and spicy sensations complement the deep dark-berry and chocolate flavors of this full-bodied, dry and firmly mouth-gripping wine. Deep and dark describes the color, too, while the texture is drenched with fine-grained tannins that will add to the wine's longevity. Best after 2020.",Astel,,Chacewater 2014 Astel Petite Sirah (Red Hills),$33, California,91, Lake County,Jim Gordon,@gordone_cellars,Red Hills,Not rated yet [Add Your Review],Petite Sirah,2014,Chacewater
177,14.1%,"Fair Play, Sierra Foothills, California, US",750 ml,Red, US,4/1/2018,"This wine has a compelling, exuberant black-fruit character that makes it taste alive and buoyant despite a thick layer of fine-grained tannin and very full body. Blackberry jam, black cherry compote and dark chocolate power the flavors and linger on the finish.",Old Vine,,Charles B. Mitchell 2014 Old Vine Petite Sirah (Fair Play),$40, California,91, Sierra Foothills,Jim Gordon,@gordone_cellars,Fair Play,Not rated yet [Add Your Review],Petite Sirah,2014,Charles B. Mitchell
178,14.5%,"Redwood Valley, Mendocino County, California, US",750 ml,Red, US,4/1/2018,A distinctive blueberry aroma and flavor joins with spicy black pepper in this vivid and fascinating but not overly heavy wine made without added sulfites. It's about as elegant as Petite Sirah gets. An almost silky texture emerges despite firm tannins and there's a sense of focus from the first whiff through the lingering finish.,,,Powicana Farm 2015 Petite Sirah (Redwood Valley),$32, California,91, Mendocino County,Jim Gordon,@gordone_cellars,Redwood Valley,Not rated yet [Add Your Review],Petite Sirah,2015,Powicana Farm
179,14.8%,"Alexander Valley, Sonoma, California, US",750 ml,Red, US,4/1/2018,"Softly textured tannins surround a hefty full-bodied plushness of plummy cobbler, blueberry and dark chocolate in this well-made, robust and rich wine. Caramel and mocha appear on the lengthy finish.",La Storia,,Trentadue 2015 La Storia Petite Sirah (Alexander Valley),$34, California,90, Sonoma,Virginie Boone,@vboone,Alexander Valley,Not rated yet [Add Your Review],Petite Sirah,2015,Trentadue
180,14.5%,"Dry Creek Valley, Sonoma, California, US",750 ml,Red, US,4/1/2018,"This is a well-made vineyard-designate, showing a full embrace of integrated oak and full-bodied richness. Red fruit, leather, meat and black licorice all figure into the mix, as the thickness in the glass suggests decanting or time to air.",Bevil-Wolcott Vineyard Reserve,,Francis Coppola 2014 Bevil-Wolcott Vineyard Reserve Petite Sirah (Dry Creek Valley),$38, California,90, Sonoma,Virginie Boone,@vboone,Dry Creek Valley,Not rated yet [Add Your Review],Petite Sirah,2014,Francis Coppola
181,14.8%,"Sierra Foothills, Sierra Foothills, California, US",750 ml,Red, US,4/1/2018,"Oodles of fruit flavor and a sense of sweetness give this bold and tannic wine a softer edge than some others. It overflows with blueberry and blackberry aromas, rich fruit flavors and touches of milk chocolate. It will be nice by a campfire or with a chocolate dessert.",Estate Grown,,Naggiar 2015 Estate Grown Petite Sirah (Sierra Foothills),$29, California,90, Sierra Foothills,Jim Gordon,@gordone_cellars,Sierra Foothills,Not rated yet [Add Your Review],Petite Sirah,2015,Naggiar
182,14%,"Mendocino, Mendocino County, California, US",750 ml,Red, US,4/1/2018,"Not one of the biggest or boldest versions, this earthy wine is medium to full bodied and firmly tannic, offering untamed aromas and flavors of earth, barnyard, beef and wild blackberry. It's funky in a good way, very interesting to taste and has good balance, too.",Estate Grown,,Barra of Mendocino 2015 Estate Grown Petite Sirah (Mendocino),$22, California,90, Mendocino County,Jim Gordon,@gordone_cellars,Mendocino,Not rated yet [Add Your Review],Petite Sirah,2015,Barra of Mendocino
183,15%,"Calistoga, Napa, California, US",750 ml,Red, US,4/1/2018,"Smoky char and bacon give this wine a lot of personality and depth—big-time flavors that highlight a soft velvety texture of concentration. Brawny and broad, it's a powerhouse of ripeness and richness.",,,August Briggs 2014 Petite Sirah (Calistoga),$38, California,89, Napa,Virginie Boone,@vboone,Calistoga,Not rated yet [Add Your Review],Petite Sirah,2014,August Briggs
184,13.5%,"Judean Hills, Israel",750 ml,Red, Israel,4/1/2018,"This wine offers a bouquet of black currant, cherry and black olive. The tannins come on strong but never overpower the rich flavors of black cherry, blackberry, thyme and anise. Strawberry and eucalyptus tones show on finish.",4990 Reserve,"Allied Importers, USA, Ltd",Jerusalem Wineries 2014 4990 Reserve Petite Sirah (Judean Hills),$24,Judean Hills,89,,Mike DeSimone,@worldwineguys,,Not rated yet [Add Your Review],Petite Sirah,2014,Jerusalem Wineries
185,13.9%,"California, California Other, California, US",750 ml,Red, US,4/1/2018,"This is a very good, moderate rendering of the varietal, blending good blackberry aromas with lightly smoky peppery flavors and medium to full body. It's firmly tannic and will taste great with juicy meats and indulgent cheesy pastas.",,,French Bar 2015 Petite Sirah (California),$25, California,88, California Other,Jim Gordon,@gordone_cellars,California,Not rated yet [Add Your Review],Petite Sirah,2015,French Bar
186,14.8%,"Red Hills, Lake County, California, US",750 ml,Red, US,4/1/2018,"This is a giant of a wine, from the heady, dried-fruit aromas to the flavors soaked in espresso and blackberry syrup to the thick blanket of tannin that wraps it all up. It is very full bodied, feels warm on the palate and leaves an astringent aftertaste.",,,IG 2015 Petite Sirah (Red Hills),$42, California,88, Lake County,Jim Gordon,@gordone_cellars,Red Hills,Not rated yet [Add Your Review],Petite Sirah,2015,IG
187,13%,"Lodi, Central Valley, California, US",750 ml,Red, US,4/1/2018,Aromas of charred wood and black pepper meet concentrated flavors of black cherry and blackberry in this full-bodied wine. A hint of sweetness rounds its edges on the palate and gives a jammy note to the finish.,,,Old Soul 2016 Petite Sirah (Lodi),$14, California,87, Central Valley,Jim Gordon,@gordone_cellars,Lodi,Not rated yet [Add Your Review],Petite Sirah,2016,Old Soul
188,13%,"California, California Other, California, US",750 ml,Red, US,4/1/2018,"This wine is very fruity in flavor and almost sleek in texture, but still has the varietal's typical firm tannins and hints of black pepper in the generous black-cherry flavors. It's medium bodied, not too heavy or too astringent, so it will be more versatile than many.",Family Reserve,,Oak Grove 2016 Family Reserve Petite Sirah (California),$9, California,87, California Other,Jim Gordon,@gordone_cellars,California,Not rated yet [Add Your Review],Petite Sirah,2016,Oak Grove
189,14.5%,"Howell Mountain, Napa, California, US",750 ml,Red, US,4/1/2018,"This is a velvety thick and oaky red, aged some time in bottle. Somewhat herbal in clove, cedar and graphite notes, its texture is defined more by leather.",Sophia Lynn,,Summit Lake 2012 Sophia Lynn Petite Sirah (Howell Mountain),$55, California,87, Napa,Virginie Boone,@vboone,Howell Mountain,Not rated yet [Add Your Review],Petite Sirah,2012,Summit Lake
190,13.5%,"California, California Other, California, US",750 ml,Red, US,4/1/2018,"This is a big bold wine that lays on the oak flavor without restraint. A strong aroma of cedar and baking spices is followed by very concentrated dark-fruit flavors and spicy charred oak flavors. It is quite tannic and almost thick in texture, giving plenty of grip on the palate.",,,McManis 2016 Petite Sirah (California),$12, California,87, California Other,Jim Gordon,@gordone_cellars,California,Not rated yet [Add Your Review],Petite Sirah,2016,McManis
191,14.6%,"Napa Valley, Napa, California, US",750 ml,Red, US,4/1/2018,"This wine is slightly bittersweet and off-putting, with a dullness to the texture.",,,Madrigal 2014 Petite Sirah (Napa Valley),$35, California,83, Napa,Virginie Boone,@vboone,Napa Valley,Not rated yet [Add Your Review],Petite Sirah,2014,Madrigal
192,14.7%,"Mendocino, Mendocino County, California, US",750 ml,Red, US,3/1/2018,"A deep color and thick aromas of blackberry and black fig lead to opulent mouth-filling dark-fruit flavors and a velvety substantive texture. This wine ranks with Turley and Carlisle Petite Sirahs at the top of the quality pyramid in California. It has all the expected tannin along with oodles of fruity, smoky richness to stand up to it. Best through 2028.",Eaglepoint Ranch,,Sirius 2013 Eaglepoint Ranch Petite Sirah (Mendocino),$45, California,94, Mendocino County,Jim Gordon,@gordone_cellars,Mendocino,Not rated yet [Add Your Review],Petite Sirah,2013,Sirius
193,14.8%,"Yorkville Highlands, North Coast, California, US",750 ml,Red, US,3/1/2018,"Theodora Lee is making brilliant wines from her estate property in Mendocino County. Great concentration and a monumental structure help this wine stand out, even in a field crowded with those qualities. It tastes a little quiet and tight now, and needs time to mellow so that more complexity and richness comes out. Still, it already shows intriguing layers of black pepper, black fig, blueberry and graphite. Best after 2025.",Estate Grown,,Theopolis 2015 Estate Grown Petite Sirah (Yorkville Highlands),$39, California,93, North Coast,Jim Gordon,@gordone_cellars,Yorkville Highlands,Not rated yet [Add Your Review],Petite Sirah,2015,Theopolis
194,15.9%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,3/1/2018,"There's an impressive density of aromas on this bottling, with black pepper, roasted meat, black currant and tar, yet with a fresh violet kick as well. The concentrated black currant and elderberry flavors are thick on the palate yet cut by tangy black plum skins, salt and pepper and dried herb flavors.",Knucklehead,,Zenaida Cellars 2015 Knucklehead Petite Sirah (Paso Robles),$42, California,92, Central Coast,Matt Kettmann,@mattkettmann,Paso Robles,Not rated yet [Add Your Review],Petite Sirah,2015,Zenaida Cellars
195,17%,"Lodi, Central Valley, California, US",750 ml,Red, US,3/1/2018,"This dramatic and inky-colored wine has tight aromas of pencil lead, blackberry and mint followed by extremely concentrated flavors like berries, black cherries and black pepper, but with lighter floral accents, too. The structure is huge due to very firm tannins and robust alcohol, so the wine needs time to mellow. Best after 2022.",,,Jessie's Grove 2013 Petite Sirah (Lodi),$32, California,91, Central Valley,Jim Gordon,@gordone_cellars,Lodi,Not rated yet [Add Your Review],Petite Sirah,2013,Jessie's Grove
196,14.5%,"Mendocino County, Mendocino County, California, US",750 ml,Red, US,3/1/2018,"Parducci has been making great-value Petite Sirah for decades and here's another super example. This is an unusually complex wine for the varietal, offering hints of violet, anise and black pepper, along with rich blackberry aromas and flavors. The mouthfeel is big and tannic, but not overly so, and the rich flavors melt over the palate and linger a long time on the finish.",Small Lot,,Parducci 2014 Small Lot Petite Sirah (Mendocino County),$13, California,91, Mendocino County,Jim Gordon,@gordone_cellars,Mendocino County,Not rated yet [Add Your Review],Petite Sirah,2014,Parducci
