,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
865,13.50%,"California, California Other, California, US",3 L,Red, US,5/1/2017,"Full bodied and dry, this attractive and bold-flavored wine has opulent dark-fruit flavors and woodsmoke and baking spice touches that add complexity.",,,Vin Vault NV Malbec (California),$20 , California,87, California Other,Jim Gordon,@gordone_cellars,California,Not rated yet [Add Your Review],Malbec,,Vin Vault
866,14.50%,"Valle de Uco, Mendoza Province, Argentina",750 ml,Red, Argentina,5/1/2017,"Aromas of prune, raisin and black plum are full and gritty. A chunky full-bodied palate feels grabby, while this tastes of generic blackberry, burnt coffee and dark chocolate. A steady plump, rubbery finish closes the show.",Reserva,American Spirits Exchange Ltd,Viñalba 2014 Reserva Malbec (Valle de Uco),$15 , Mendoza Province,86,Valle de Uco,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2014,Viñalba
867,13.50%,"Mendoza, Mendoza Province, Argentina",3 L,Red, Argentina,5/1/2017,"This boxed Malbec is burgundy-colored and opens with spicy reedy aromas of dried herbs and red-berry fruits. On the palate, this is tight but shallow in the midtier. Flavors of baked plum and berry fruits come with a note of cocoa powder prior to a stable finish.",,DFV Wines,Bota Box 2014 Malbec (Mendoza),$23 , Mendoza Province,86,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2014,Bota Box
868,13.90%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,5/1/2017,"Jammy blueberry aromas come with overt oakiness. This feels dense but on the flat side. Baked berry flavors and herbal plum notes sprinkle in a mild sweet and green accent, while this feels full and a bit syrupy on the finish.",,E & J Gallo,Don Miguel Gascón 2015 Malbec (Mendoza),$15 , Mendoza Province,86,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2015,Don Miguel Gascón
869,12%,"Cahors, Southwest France, France",750 ml,Red, France,5/1/2017,"Named after the series of vineyard terraces that rise steeply from the Lot river, this wine is soft and easily accessible. It does have the Malbec structure although this is comfortably balanced by the black fruit and acidity. The wine will be ready to drink from 2017.",Les Terrasses,Cannon Wines Limited,Rigal 2014 Les Terrasses Malbec (Cahors),$14 , Southwest France,85,Cahors,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Malbec,2014,Rigal
870,13%,"Cahors, Southwest France, France",750 ml,Red, France,5/1/2017,"This is one of several wines from this producer that are created to give lie to the tannic Malbec. This is soft, ripe and full of the young fruitiness that demands to be drunk now.",Les Comtes de Cahors,United Wine and Spirits,Georges Vigouroux 2015 Les Comtes de Cahors Malbec (Cahors),$12 , Southwest France,85,Cahors,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Malbec,2015,Georges Vigouroux
871,13%,"Cahors, Southwest France, France",750 ml,Red, France,5/1/2017,"The 12 months of wood aging has left its mark on this wine, giving it a spicy burnt character. That makes it tough and unlikely to broaden out. It will likely remain dry and firm.",Diamant Rouge,Michael Corso Selections,Château Armandière 2011 Diamant Rouge Malbec (Cahors),$17 , Southwest France,85,Cahors,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Malbec,2011,Château Armandière
872,13.90%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,5/1/2017,"Eight years down the line and this Malbec shows the flaws caused by a harvest marred by freezes. This smells like a mix of green bean and jammy boysenberry. The palate feels saturated but soupy, with outsize acidity. Green-herb flavors mix with baked plum and blueberry, while the finish feels sticky, tannic and heavy.",Don Antonio Grand Reserva,MLX Services LLC,Antonio Gonzalez 2008 Don Antonio Grand Reserva Malbec (Mendoza),$35 , Mendoza Province,85,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2008,Antonio Gonzalez
873,13.50%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,5/1/2017,"Dusty plum and berry aromas are clean. In the mouth, this is hard and wiry. Salty snappy plum flavors dry out and taste a bit like tin on a raw finish.",,Testa Wines Of The World,Proemio 2016 Malbec (Mendoza),$11 , Mendoza Province,85,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2016,Proemio
874,13.50%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,5/1/2017,"Raspy berry and plum aromas lead to a palate dominated by tartaric acid. That, in turn, leads to sharp berry and plum flavors backed by a bracing finish.",,Kobrand,The Seeker 2015 Malbec (Mendoza),$14 , Mendoza Province,85,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2015,The Seeker
875,12%,"Comté Tolosan, Southwest France, France",750 ml,Red, France,5/1/2017,"A French version of a brand that is more familiar in Chile as Viña San Esteban, this wine has more stylistically to do with South America than southwest France. It is soft, juicy, rounded and with attractive ripe tannins. The wine is ready to drink.",Réserve,Joseph Victori Wines,Vino San Esteban 2015 Réserve Malbec (Comté Tolosan),$9 , Southwest France,85,Comté Tolosan,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Malbec,2015,Vino San Esteban
876,13.20%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,5/1/2017,"Dusty, generic plum and berry aromas are highly regular. This Malbec is chunky in feel, without much precision. Oaky buttery slightly greasy berry flavors finish hot and creamy, with little to no elegance or cut.",,Wine Trees,Laberinto 2014 Malbec (Mendoza),$13 , Mendoza Province,85,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2014,Laberinto
877,14%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,5/1/2017,"A mix of blueberry, plum and animal aromas leads to a wiry, clipped palate fueled by tartaric acid. Lightly salted plum flavors are slightly jammy, while a blueberry note is brought back on the finish.",Punto Final MLB,MundoVino–The Winebow Group,Bodega Renacer 2015 Punto Final MLB Malbec (Mendoza),$12 , Mendoza Province,85,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2015,Bodega Renacer
878,14.20%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,5/1/2017,"Aromas of roasted but slightly weedy berry fruits, road tar and latex precede a raw shallow pulling palate. This Malbec tastes of salty and savory black plums, tomatoes and herbs. On the finish, this delivers mostly spaghetti-sauce flavors.",Clásico,Multiple U.S. importers,Altos Las Hormigas 2014 Clásico Malbec (Mendoza),$12 , Mendoza Province,84,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2014,Altos Las Hormigas
879,14.50%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,5/1/2017,"The volatiles are amped up here, providing distraction from the cherry and spice aromas. It's a shame as the palate delivers plenty of plump lightly sweet cherry flavors.",Sabre,,Ded.Reckoning 2014 Sabre Malbec (Columbia Valley (WA)),$20 , Washington,84, Columbia Valley,Sean P. Sullivan,@wawinereport,Columbia Valley (WA),Not rated yet [Add Your Review],Malbec,2014,Ded.Reckoning
880,14.20%,"Vista Flores, Mendoza Province, Argentina",750 ml,Red, Argentina,5/1/2017,"Jammy jumbled foxy aromas set up a blocky flat palate. Greasy flavors of buttered-up berry fruits finish without much verve. This is good enough, but just barely.",,"Southern Starz, Inc",Antucura 2015 Malbec (Vista Flores),$17 , Mendoza Province,84,Vista Flores,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2015,Antucura
881,13.10%,"Virginia, Virginia, US",750 ml,Red, US,4/1/2017,"Rich kirsch, red cherry and lavender aromas are intense on the nose. The palate offers similar notes, with a juicy cranberry flavor that brightens up the astringent tannins. The finish is alive in lingering berry flavors.",,,Bogati 2015 Malbec (Virginia),$28 , Virginia,88,Virginia,Carrie Dykes,,,Not rated yet [Add Your Review],Malbec,2015,Bogati
882,13.50%,"Carmel Valley, Central Coast, California, US",750 ml,Red, US,4/1/2017,"Smoke, leather, cedar, dried red cherry and herbal spice show on the nose of this bottling, which is dark but not overpowering in aroma. Dill and pepper notes start the palate, where vibrant acidity and stiff tannins slowly reveal its blueberry, dark cherry and cranberry flavors.",Ace High,,Galante 2012 Ace High Malbec (Carmel Valley),$32 , California,88, Central Coast,Matt Kettmann,@mattkettmann,Carmel Valley,Not rated yet [Add Your Review],Malbec,2012,Galante
883,13.30%,"Santa Barbara County, Central Coast, California, US",750 ml,Red, US,4/1/2017,"There is a hearty amount of smoke on the nose of this bottling, with oak and wildfire notes giving warmth to the strawberry, graphite and sandalwood aromas. That smoke carries into the palate, where black plum fruit meets with mocha flavor.",,,Rancho Sisquoc 2014 Malbec (Santa Barbara County),$30 , California,88, Central Coast,Matt Kettmann,@mattkettmann,Santa Barbara County,Not rated yet [Add Your Review],Malbec,2014,Rancho Sisquoc
884,13.70%,"Southern Oregon, Southern Oregon, Oregon, US",750 ml,Red, US,4/1/2017,"Blended with 10% Cabernet Sauvignon, this medium-weight effort carries scents of tomato leaf and Mediterranean herbs. Those highlights continue into the palate, with pomegranate fruit and a dry pleasant lightly herbal character.",,,Season 2013 Malbec (Southern Oregon),$30 , Oregon,87, Southern Oregon,Paul Gregutt,@paulgwine ,Southern Oregon,Not rated yet [Add Your Review],Malbec,2013,Season
885,13.80%,"Oregon, Oregon Other, Oregon, US",750 ml,Red, US,4/1/2017,"Besides the Malbec, there is also 12% Cabernet Sauvignon in the blend. The grapes are from the Gold Vineyards in the Rogue Valley. Aged 13 months in French oak, it's showing a big burst of vanilla in both nose and flavor, along with cranberry fruit and some rugged dusty tannins. Another year of bottle age would help to integrate the oak a bit further.",Pioneer Label,,Valley View 2014 Pioneer Label Malbec (Oregon),$26 , Oregon,87, Oregon Other,Paul Gregutt,@paulgwine ,Oregon,Not rated yet [Add Your Review],Malbec,2014,Valley View
886,13.30%,"Columbia Valley (OR), Oregon Other, Oregon, US",750 ml,Red, US,4/1/2017,"Astringent purple-black in hue, yet somehow not quite fully ripe, this sports a full range of herbal flavors, dried leaves, wet stems and toasted grains. There's not much in the way of fruit however, and the wine seems manipulated.",Echo Vineyard,,Cathedral Ridge 2014 Echo Vineyard Malbec (Columbia Valley (OR)),$58 , Oregon,84, Oregon Other,Paul Gregutt,@paulgwine ,Columbia Valley (OR),Not rated yet [Add Your Review],Malbec,2014,Cathedral Ridge
887,14%,"Okanagan Valley, British Columbia, Canada",750 ml,Red, Canada,3/1/2017,"This delicious and distinctive take on the grape as a pure varietal impresses with its solid core of purple plum and blueberry fruit. Aromatic accents of lemon and green tea continue into the palate as well, and the lengthy finish is fresh and multi-dimensional.",,Burrowing Owl,Burrowing Owl 2014 Malbec (Okanagan Valley),$32 , British Columbia,92,Okanagan Valley,Paul Gregutt,@paulgwine ,,Not rated yet [Add Your Review],Malbec,2014,Burrowing Owl
888,14.50%,"Wahluke Slope, Columbia Valley, Washington, US",750 ml,Red, US,3/1/2017,"The aromas are quite light for the variety, while the palate brings plush plump velvety cherry and cranberry flavors that linger and provide a lot of appeal. If the aromas open up it could go up a notch or two.",,,Vino La Monarcha 2014 Malbec (Wahluke Slope),$20 , Washington,89, Columbia Valley,Sean P. Sullivan,@wawinereport,Wahluke Slope,Not rated yet [Add Your Review],Malbec,2014,Vino La Monarcha
889,14.30%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,3/1/2017,"Aromas of clove, blackberry and dried fig lead to palate-staining cherry flavors. Lightly grainy tannins provide support, with the fruit seeming a bit dried out.",Stillwater Creek Vineyard,,Tildio 2012 Stillwater Creek Vineyard Malbec (Columbia Valley (WA)),$35 , Washington,89, Columbia Valley,Sean P. Sullivan,@wawinereport,Columbia Valley (WA),Not rated yet [Add Your Review],Malbec,2012,Tildio
890,14%,"Colchagua Valley, Chile",750 ml,Red, Chile,3/1/2017,Earthy plum and berry aromas come with hints of rubber and animal. This is a saturated chewy dark Malbec with salty blackberry and savory oak flavors. A spicy blackened well-oaked finish is balanced and healthy.,Elegido Gran Reserva,Graziano Imports,Valle Hermoso 2014 Elegido Gran Reserva Malbec (Colchagua Valley),$18 ,Colchagua Valley,88,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2014,Valle Hermoso
891,14.50%,"Rapel Valley, Chile",750 ml,Red, Chile,3/1/2017,"Aromas of mint and licorice complement raisin and jammy berry notes on this extracted Malbec that feels flabby around the edges despite a shot of core acidity. Flavors of prune and blueberry come with savory notes, while this lacks structure on the finish.",Reserva de Familia,Wolf Group,Santa Carolina 2014 Reserva de Familia Malbec (Rapel Valley),$20 ,Rapel Valley,87,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2014,Santa Carolina
892,14%,"Marchigue, Chile",750 ml,Red, Chile,3/1/2017,"Grapy but generic black-fruit aromas open this wide bulky Malbec that's high in acidity. Salty grapy flavors are plump but simple, while this finishes with a toasted element and blocky weight.",Serie Riberas Gran Reserva Ribera del Tinguiririca,Banfi Vintners,Concha y Toro 2014 Serie Riberas Gran Reserva Ribera del Tinguiririca Malbec (Marchigue),$17 ,Marchigue,86,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2014,Concha y Toro
893,14%,"Cachapoal Valley, Chile",750 ml,Red, Chile,3/1/2017,"Gritty horsey berry aromas lead to a medium-bodied, basic palate. This tastes of blackberry and savory spices, while the finish is mild in flavor and short on length.",Key,AWDirect (The Wine Trees Portfolio),Valle Secreto 2014 Key Malbec (Cachapoal Valley),$16 ,Cachapoal Valley,86,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2014,Valle Secreto
894,13%,"Curicó Valley, Chile",750 ml,Red, Chile,3/1/2017,"Campfire, animal, horseradish and berry aromas make for a slightly difficult nose. This Malbec feels pinched, with tannic pull. Salty black-fruit flavors finish similar, with popping acidity that keeps this lively.",Momentos Reserve,Apollo Fine Wines & Spirits,Junta 2014 Momentos Reserve Malbec (Curicó Valley),$12 ,Curicó Valley,86,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2014,Junta
895,15%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,2/1/2017,"Just when you think Alta Vista has gotten everything it can from Temis (see the 2012), this comes along to reset the benchmark. Ripe, round and lush on the nose, with full-force blackberry and prune aromas, this shows titanic grip, depth and ripeness on the palate. Flavors of raisin, chocolate and blackberry finish with hefty tannins and a smear of mocha flavor. Drink from 2018–2026.",Single Vineyard Temis,Kobrand,Alta Vista 2013 Single Vineyard Temis Malbec (Mendoza),$48 , Mendoza Province,96,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2013,Alta Vista
896,15%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,2/1/2017,"This pitch-black Malbec opens with aromas of raisin, blackberry, cassis and vanilla. The palate exhibits a tight muscular grip, while flavors of mocha, chocolate, prune and cassis finish with complex hints of leather and salt. Drink this massive offering from 2018–2026.",Single Vineyard Serenade,Kobrand,Alta Vista 2013 Single Vineyard Serenade Malbec (Mendoza),$48 , Mendoza Province,94,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2013,Alta Vista
897,14.50%,"Washington, Washington Other, Washington, US",750 ml,Red, US,2/1/2017,"The aromas are pretty and pure, with perfumed notes of plum and blackberry speckled with spice and herb. The flavors are seamless and full, showing a real sense of freshness and vibrancy capped off by a tart finish that hangs together impressively.",Broncho Stoneridge Vineyard,,Charles Smith 2013 Broncho Stoneridge Vineyard Malbec (Washington),$70 , Washington,94, Washington Other,Sean P. Sullivan,@wawinereport,Washington,Not rated yet [Add Your Review],Malbec,2013,Charles Smith
898,14.70%,"Red Hills, Lake County, California, US",750 ml,Red, US,2/1/2017,"With an extra-deep color and intensely concentrated fruit and spice flavors, this wine is impressive. It has many layers of dark fruit, plus nuances of dark chocolate and baking spices like clove and nutmeg. These enhance the generous, ripe fruit that is the essence of this wine, filling the mouth and lingering on the taste buds long after each sip. It will be best after 2019.",,,Boatique 2014 Malbec (Red Hills),$35 , California,94, Lake County,Jim Gordon,@gordone_cellars,Red Hills,Not rated yet [Add Your Review],Malbec,2014,Boatique
899,16%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,2/1/2017,"Lush, classy aromas of balsam wood shavings, coconut, vanilla and dark-berry fruits open this hefty Malbec that spent two years in oak prior to bottling. A ripe thick palate maintains full-bodied balance, while this tastes dark, toasty and like a mix of chocolate, coffee and spiced blackberry. Peppery spice notes offset by mocha flavors are prominent on a saturated finish. Drink through 2022.",Renacer R,MundoVino–The Winebow Group,Bodega Renacer 2013 Renacer R Malbec (Mendoza),$65 , Mendoza Province,93,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2013,Bodega Renacer
900,15.50%,"Valle de Uco, Mendoza Province, Argentina",750 ml,Red, Argentina,2/1/2017,"Jammy blackberry and boysenberry aromas are on the rich side. At 15.5%, this is SuperUco's biggest wine, and while it's heavy on the palate, with grapy, peppery blackberry flavors, it hides its weight and alcohol well. On the finish, intense black-fruit and salt-tinged flavors are powerful but balanced. Drink through 2022.",Michelini Sammartino Calcáreo Rio de los Chacayes,Brazos Wine Imports,Superuco 2014 Michelini Sammartino Calcáreo Rio de los Chacayes Malbec (Valle de Uco),$40 , Mendoza Province,92,Valle de Uco,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2014,Superuco
901,14.70%,"Uco Valley, Mendoza Province, Argentina",750 ml,Red, Argentina,2/1/2017,"Prune, raisin and gamy black-fruit aromas fold in a note of iodine. This Uco Valley Malbec features tough but manageable tannins in front of a savory tasting palate with roasted plum and berry flavors. A note of salt lends complexity to a rubbery, tannic finish. Drink through 2023.",Heritage Single Vineyard,Apollo Fine Wines & Spirits,Finca la Celia 2013 Heritage Single Vineyard Malbec (Uco Valley),$39 , Mendoza Province,92,Uco Valley,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2013,Finca la Celia
902,14.50%,"Mendocino County, Mendocino County, California, US",750 ml,Red, US,2/1/2017,"Big and rich, this full-bodied wine has an aroma like the crema on an espresso and abundant dark-fruit flavors. A wonderful, mouthcoating texture keeps the flavors lingering on the finish. The sense of layering and creaminess that extends after a sip is captivating.",Skid Row Vineyard,,Saracina 2014 Skid Row Vineyard Malbec (Mendocino County),$28 , California,92, Mendocino County,Jim Gordon,@gordone_cellars,Mendocino County,Not rated yet [Add Your Review],Malbec,2014,Saracina
903,15%,"Lake County, Lake County, California, US",750 ml,Red, US,2/1/2017,"This full-bodied wine is saturated with ripe and concentrated blackberry and black-grape flavors. A layered and nicely viscous texture clings to the sides of the mouth and holds all that gorgeous fruit through the finish. It's almost all fruit, dark chocolate and a touch of clove, with little obvious oak, for a pure and memorable character.",Reserve,,Shannon 2013 Reserve Malbec (Lake County),$32 , California,92, Lake County,Jim Gordon,@gordone_cellars,Lake County,Not rated yet [Add Your Review],Malbec,2013,Shannon
904,14.80%,"High Valley, Lake County, California, US",750 ml,Red, US,2/1/2017,"Concentrated boysenberry and blackberry flavors give this dry and full-bodied wine a lot to like. They melt in the mouth and seem to coat the tongue with a ripeness that's rich but not sweet. Throw in dark chocolate, black currant and a creamy in mouthfeel, and it's an outstanding wine.",Volcano Ridge Vineyard,,Brassfield 2013 Volcano Ridge Vineyard Malbec (High Valley),$40 , California,92, Lake County,Jim Gordon,@gordone_cellars,High Valley,Not rated yet [Add Your Review],Malbec,2013,Brassfield
905,14%,"Tupungato, Mendoza Province, Argentina",750 ml,Red, Argentina,2/1/2017,Concentrated aromas of blackberry and iodine are moderately complex. A tight layered palate with juicy acidity propels toasty yet bright flavors of black cherry and plum towards a finish with juicy acidity and natural spicy flavors. Drink through 2021.,Gran,Paul Hobbs Selections,Riglos 2013 Gran Malbec (Tupungato),$36 , Mendoza Province,92,Tupungato,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2013,Riglos
906,14.20%,"Knights Valley, Sonoma, California, US",750 ml,Red, US,2/1/2017,"This vineyard-designate expresses the variety with great finesse, offering softly layered black cherry, plum and just a hint of meat. Tobacco, earth and dried currant ride out the finish.",Blau Vineyard,,Judge Palmer 2013 Blau Vineyard Malbec (Knights Valley),$55 , California,92, Sonoma,Virginie Boone,@vboone,Knights Valley,Not rated yet [Add Your Review],Malbec,2013,Judge Palmer
907,14.80%,"San Carlos, Mendoza Province, Argentina",750 ml,Red, Argentina,2/1/2017,"Fresh berry and grapy aromas include hints of violet, Graham Cracker and crème de cassis liqueur. In the mouth, this Malbec from the southern reaches of the Uco Valley feels scratchy, with drying tannins. Lightly herbal, floral blueberry and plum flavors are not what you find every day with Malbec, while the finish is grapy but also shows juicy, wiry acidity. Drink through 2021.",Calcáreo Coluvio de Altamira,Brazos Wine Imports,Superuco 2013 Calcáreo Coluvio de Altamira Malbec (San Carlos),$40 , Mendoza Province,91,San Carlos,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2013,Superuco
908,13.90%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,2/1/2017,"Welcoming cassis and wild-berry aromas are complex and feature notes of red licorice and fine herbs. This Malbec from gravel soils is flush, balanced and lifted by bright acidity. Vivid berry and plum flavors are spicy and steady across a focused, crisp finish. Drink through 2021.",Finca La Escuela La Grava,Vineyard Brands,TintoNegro 2013 Finca La Escuela La Grava Malbec (Mendoza),$30 , Mendoza Province,91,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2013,TintoNegro
909,15.50%,"La Consulta, Mendoza Province, Argentina",750 ml,Red, Argentina,2/1/2017,"Ripe bold cassis and blackberry aromas come with notes of fine oak and chocolate. This is thorough and saturated on the palate, with a mix of firm tannins and cushion. Blackened plum and berry flavors have a cola accent, while this is dry, toasty and displays tannic grip on the finish; drink through 2022.",Prodigo Gran Cosecha,Oasis Wines,El Hijo 2013 Prodigo Gran Cosecha Malbec (La Consulta),$27 , Mendoza Province,91,La Consulta,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2013,El Hijo
910,14.50%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,2/1/2017,"This dark tannic Malbec with ripe black-fruit aromas hits the right notes on the nose. In the mouth, things are tight and rubbery in feel. Salty blackberry flavors are rustic but balanced by a note of sweet marzipan. On the finish, this is dry, drawing and fiercely tannic. Drink through 2023.",,Terlato Wines International,Bodega Cuarto Dominio 2013 Malbec (Mendoza),$40 , Mendoza Province,91,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2013,Bodega Cuarto Dominio
911,14%,"Valle de Uco, Mendoza Province, Argentina",750 ml,Red, Argentina,2/1/2017,"Floral blueberry aromas work alongside baking-spice notes on an inviting nose. This feels fresh and jumpy, with live-wire acidity. Leafy plum and lightly herbal flavors finish fresh and snappy, with juicy acidity and no overt oak. Drink through 2019.",Michelini Sammartino Calcáreo Coluvio de Altamira,Brazos Wine Imports,Superuco 2014 Michelini Sammartino Calcáreo Coluvio de Altamira Malbec (Valle de Uco),$40 , Mendoza Province,91,Valle de Uco,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2014,Superuco
912,14.50%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,2/1/2017,"Black cherry, blackberry and marzipan aromas are full, lusty and inviting. This has a chewy, full-bodied and layered mouthfeel to go with the dark-fruit flavors that are aided by spice notes. A peppery chocolaty finish is solid, ripe and friendly. Drink through 2020.",Reserva,Elixir Wine Group,Fabre Montmayou 2014 Reserva Malbec (Mendoza),$16 , Mendoza Province,91,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2014,Fabre Montmayou
913,14.90%,"Luján de Cuyo, Mendoza Province, Argentina",750 ml,Red, Argentina,2/1/2017,"Deep cool aromas of cola and toast blend with sweeter notes of maple and blackberry on this lush full-bodied Malbec. Flavors of blackberry, boysenberry, coffee, mocha and black pepper finish nicely on a well-cut, well-proportioned finish. Drink through 2020.",Old Vine Reserva,Elixir Wine Group,Fincas Don Martino 2013 Old Vine Reserva Malbec (Luján de Cuyo),$33 , Mendoza Province,91,Luján de Cuyo,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2013,Fincas Don Martino
914,14.30%,"Alexander Valley, Sonoma, California, US",750 ml,Red, US,2/1/2017,"Robust tannin surrounds meaty, savory leather in this well-made red, blended with 11% Cabernet Sauvignon. Dried plum and tobacco accent pretty wisps of wild violet, making for a wine that's as perfumed as it is delicious.",Bell Mountain Vineyard,,Medlock Ames 2014 Bell Mountain Vineyard Malbec (Alexander Valley),$60 , California,91, Sonoma,Virginie Boone,@vboone,Alexander Valley,Not rated yet [Add Your Review],Malbec,2014,Medlock Ames
915,14.10%,"Mendoza Province, Argentina",750 ml,Red, Argentina,2/1/2017,"Ripe earthy berry aromas are supported by more than enough oak and sawdust. Following the nose like a map, this Malbec from San Rafael feels resiny. A mix of toasty spicy oak-based flavors blends well with boysenberry and salty notes, while this finishes full and with a draping of toasty blackened oak.",Particular,Quintessential Wines,Valentín Bianchi 2013 Particular Malbec,$31 ,Mendoza Province,90,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2013,Valentín Bianchi
916,14.20%,"Valle de Uco, Mendoza Province, Argentina",750 ml,Red, Argentina,2/1/2017,"Gamy gritty inky aromas shut down a bit with airing. This is on the hard abrasive side in terms of mouthfeel, while herbal, gamy blackberry flavors taste salty across a rugged finish.",Reserva,31 Seven Degrees,Serca 2013 Reserva Malbec (Valle de Uco),$50 , Mendoza Province,90,Valle de Uco,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2013,Serca
917,13.60%,"Rogue Valley, Southern Oregon, Oregon, US",750 ml,Red, US,2/1/2017,"Winemaker J. P. Valot, who is from Argentina, shows a confident touch with this grape. Mixed fruit flavors of red plum, golden raisin and fig bring a unique character to this well-balanced wine. Solid through the midpalate, it carries into a generous, lightly chocolaty finish.",,,Silvan Ridge 2014 Malbec (Rogue Valley),$26 , Oregon,90, Southern Oregon,Paul Gregutt,@paulgwine ,Rogue Valley,Not rated yet [Add Your Review],Malbec,2014,Silvan Ridge
918,14.50%,"Luján de Cuyo, Mendoza Province, Argentina",750 ml,Red, Argentina,2/1/2017,"Matias Riccitelli keeps the hits coming with this concentrated, extracted Malbec that looks like crude oil and smells like baked black fruits. Chunky, tannic and massive on the palate, this tastes of prune, black tea and licorice. A ripe medicinal finish with controlled heat is tannic and a bit tough to wade through. Drink through 2020.",República del Malbec Partida Limitada,Guarachi Wine Partners,Matias Riccitelli 2014 República del Malbec Partida Limitada Malbec (Luján de Cuyo),$75 , Mendoza Province,90,Luján de Cuyo,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2014,Matias Riccitelli
919,14.50%,"Tupungato, Mendoza Province, Argentina",750 ml,Red, Argentina,2/1/2017,"Floral blueberry and plum aromas are not normal for Mendoza Malbec but are instead exotic, with notes of cumin and cardamom. This is punchy on the palate, with crisp, almost sharp acidity. Plum and berry flavors are peppery and racy, then tight as a drum on the finish. Drink this alert Malbec from Tupungato through 2022.",Gran Terroir,Brazos Wine Imports,Zorzal 2013 Gran Terroir Malbec (Tupungato),$20 , Mendoza Province,90,Tupungato,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2013,Zorzal
920,14.50%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,2/1/2017,"Oaky aromas of chocolate, wet clay, plastic and graphite control the nose of this tannic, edgy Malbec that gets a boost from bright acidity. Oak-dominated flavors share the stage with earthy berry notes, while the finish tastes minty and woody. Drink through 2021.",,Terlato Wines International,Bodega Cuarto Dominio 2014 Malbec (Mendoza),$40 , Mendoza Province,90,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2014,Bodega Cuarto Dominio
